"English Term","Arabic Term"
"Defer (to) consideration","يُؤجَّل النظر"
"Define (to) diplomatic responsibilities","يُحدّد المسؤوليات الدبلوماسية"
"Define (to) diplomatic situation","يُحدّد الموقف الدبلوماسي"
"Define (to) frontiers","يُعيّن الحدود"
"Define (to) frontiers","يُعَيِّن الحدود"
"Define (to) political action line","يُحدّد خطة العمل السياسي"
"Define (to) political goals","يُحدّد الأهداف السياسية"
"Define (to) political scheme","يُحدِّد الخطة السياسية"
"Defy (to) international opinion","يتحدّى الرأي العام الدولي"
"Defy (to) international opinion","يتحدَّى الرأي العام الدولي"
"Defy (to) public opinion","يتحدّى الرأي العام"
"Defy (to) public opinion","يتحدَّى الرأي العام"
"Delegate","مبعوث – مندوب"
"Delegate","مَبْعُوث - مُنْدُوب"
"Delegation of authorities","تفويض بالسلطات"
"Delegation","وفد"
"Deliberate opinion","رأي مدروس"
"Deliberation at international level","مُداولات على المستوى الدولي"
"Deliberation at international","مُداولات على المستوى الدولي"
"Deliberation session","جلسة المداولة"
"Deliberation session","جلسة المُداولة"
"Deliberations at local level","مُداولات على المستوى المحلي"
"Demagogy","غوغائية"
"Demarcation lines","خطوط الهدنة"
"Demarcation of boards between states","ترسيم الحدود بين الدول"
"Demarcation of boards","ترسيم الحدود بين الدول"
"Democracy","ديموقراطية"
"Democratic elections","انتخابات ديموقراطية"
"Democratic experience","تجربة ديموقراطية"
"Democratic game","لعبة الديموقراطية"
"Democratic government","حكم ديموقراطي"
"Democratic majority","أغلبية ديموقراطية"
"Democratic manner","أسلوب ديموقراطي"
"Democratic principles","مبادئ ديموقراطية"
"Democratic socialism","ديموقراطية اشتراكية"
"Democratic state","دولة ديموقراطية"
"Demolish (to) buildings","يُهَدِّم الأبنية"
"Demolish (to) cities","يُدَمِّر المدن"
"Demolish (to) cities","يُدَمِّرُ المدن"
"Demolish (to) the infrastructure","يُدَمِّر البنية التحتية"
"Demolish (to) the","يُدَمِّرُ البنية التحتية"
"Demonstrations","مُظاهرات"
"Demonstrator","مُتظاهر"
"Demonstrator","مُتَظَاهِر"
"Deny (to) justice","يمتنع عن إحقاق الحق"
"Deploy (to) international military forces","ينشر القوات العسكرية الدولية"
"Deploy (to) national forces","ينشر القوات الوطنية"
"Deportee","مُبْعِد - مُنْفِي"
"Deportee","مُبْعِد – منفي"
"Deprive (to) from political rights","يُجرد من الحقوق السياسية"
"Deprive (to) from political rights","يُجَرَّد من الحقوق السياسية"
"Deputy chairman","مفوض برئاسة الجلسة"
"Deputy chairman","مُفَوَّض برئاسة الجلسة"
"Deputy","نائب مفوض"
"Deputy","نائب في المجلس النيابي"
"Desecrate (to) religious monuments","يُدَنَّس المرافق الدينية"
"Desecrate (to) religious","يُدَنِّسُ المرافق الدينية"
"Designate ambassador","سفير مفوض"
"Designate ambassador","سفير مُفَوَّض"
"Desist (to) in favor of other state","يتنازل لصالح دولة أخرى"
"Despotic class","طبقة طاغية"
"Despotism","طغيان"
"Detaining power","سلطة الاعتقال"
"Detention of political prisoners","اعتقال السجناء السياسيين"
"Detention of political","اعتقال السجناء السياسيين"
"Detention","اعتقال"
"Determination of International responsibilities","تحديد المسؤوليات الدولية"
"Determinations of international obligations","تحديد الالتزامات الدولية"
"Developed countries","دول نامية"
"Dialectic conflict between states","نزاع جدلي بين الدول"
"Dialectic conflict between","نِزاع جدلي بين الدول"
"Dictatorial form","شكل ديكتاتوري"
"Dictatorial government","حكومة ديكتاتورية"
"Dictatorship","حكم ديكتاتوري - مستبد"
"Differential diplomatic treatment","تعامل دبلوماسي مُتباين"
"Diffuse (to) divergences between states","ينشر الخلافات بين الدول"
"Diffuse (to) divergences","ينشر الخلافات بين الدول"
"Diffusion of information between states","انتشار المعلومات بين الدول"
"diplomacy and politics","يتجاهل الإنذارات Disregard (to) alarms"
"Diplomacy","دبلوماسية"
"Diplomat","دبلوماسي"
"Diplomatic activities","فعاليات دبلوماسية"
"Diplomatic address","لباقة دبلوماسية"
"Diplomatic affairs correspondent","مراسل الشؤون الدبلوماسية"
"Diplomatic affairs","مراسل الشؤون الدبلوماسية"
"Diplomatic career","عمل في السلك الدبلوماسي"
"Diplomatic channels","طرق أو قنوات دبلوماسية"
"Diplomatic commitment","تعهد دبلوماسي"
"Diplomatic commitment","تعهّد دبلوماسي"
"Diplomatic committee","لجنة دبلوماسية"
"Diplomatic communications committee","لجنة الاتصالات الدبلوماسية"
"Diplomatic communications","اتصالات دبلوماسية"
"Diplomatic connections","صِلات دبلوماسية"
"Diplomatic consultation","استشارة دبلوماسية"
"Diplomatic corps","هيئة دبلوماسية"
"Diplomatic corruption","فساد دبلوماسي"
"Diplomatic crisis","أزمة دبلوماسية"
"Diplomatic customs","أعراف دبلوماسية"
"Diplomatic declaration","تصريح دبلوماسي"
"Diplomatic delegation","وفد دبلوماسي"
"Diplomatic deliberations","مُداولات دبلوماسية"
"Diplomatic demarches","مَساعي دبلوماسية"
"Diplomatic dialogue","جوار دبلوماسي"
"Diplomatic dialogue","جِوار دبلوماسي"
"Diplomatic disagreement factors","العوامل المؤدية للخلافات الدبلوماسية"
"Diplomatic disagreement","خلاف دبلوماسي"
"Diplomatic efforts","جهود دبلوماسية"
"Diplomatic environment","محيط دبلوماسي"
"Diplomatic etiquette","آداب السلوك الدبلوماسي"
"Diplomatic expert","خبير دبلوماسي"
"Diplomatic framework","إطار دبلوماسي"
"Diplomatic functions","مهام دبلوماسية"
"Diplomatic immunity","حصانة دبلوماسية"
"Diplomatic influence domain","نطاق التأثير الدبلوماسي"
"Diplomatic interests","مصالح دبلوماسية"
"Diplomatic isolation","عزلة دبلوماسية"
"Diplomatic mail","بريد دبلوماسي"
"Diplomatic maneuver","مناورة دبلوماسية"
"Diplomatic maneuver","مُناورة دبلوماسية"
"Diplomatic mediation","وساطة دبلوماسية"
"Diplomatic meetings","لقاءات دبلوماسية"
"Diplomatic memorandum of","مذكرة تفاهم دبلوماسية"
"Diplomatic memorandum of","مُذكّرة تفاهم دبلوماسية"
"Diplomatic mission schedule","برنامج المهمة الدبلوماسية"
"Diplomatic mission","مهمة دبلوماسية"
"Diplomatic negotiations","مُفاوضات دبلوماسية"
"Diplomatic note","مذكرة دبلوماسية"
"Diplomatic notice","إشعار دبلوماسي"
"Diplomatic obstacles","عقبات دبلوماسية"
"Diplomatic offences","إساءات دبلوماسية"
"Diplomatic point of view","وجهة نظر دبلوماسية"
"Diplomatic position","منصب دبلوماسي"
"Diplomatic post","منصب دبلوماسي"
"Diplomatic prerogatives","امتيازات دبلوماسية"
"Diplomatic pressures","ضغوط دبلوماسية"
"Diplomatic recognition","اعتراف دبلوماسي"
"Diplomatic recommendation","توصية دبلوماسية"
"Diplomatic reconciliation","مُصالحة دبلوماسية"
"Diplomatic reports تقارير دبلوماسية","نشر"
"Diplomatic reports","تقارير دبلوماسية"
"Diplomatic representation","تَمثيل دبلوماسي"
"Diplomatic representative","ممثل دبلوماسي"
"Diplomatic representative","مُمثل دبلوماسي"
"Diplomatic solution","حلّ دبلوماسي"
"Diplomatic spokesman","ناطق دبلوماسي"
"Diplomatic statement","بيان دبلوماسي"
"Diplomatic status","قانون الدبلوماسية"
"Diplomatic talks behind scene","مباحثات دبلوماسية خلف الكواليس"
"Diplomatic visit","زيارة دبلوماسية"
"Direct commands","أوامر مباشرة"
"Disagreements of nations","خلافات بين الدول"
"Disapproval of diplomatic declarations","استنكار التصريحات الدبلوماسية"
"Disapproval of diplomatic","استنكار التصريحات الدبلوماسية"
"Disarmament","ي"
"Disarmament","نزع السلاح"
"Disarmed zone","منطقة منزوعة السلاح"
"Disastrous country","بلد منكب"
"Disastrous country","بلد منكوب"
"Discourse","خطبة أو خطاب رسمي"
"Discrimination victims","ضحايا التمييز العنصري"
"Discrimination","تمييز عنصري"
"Disfranchise","حرمان من الحقوق المدنية"
"Disgraceful crimes against civilians","جرائم شائنة ضدّ المدنيين"
"Disgraceful crimes against","جرائم شائنة ضد المدنيين"
"Disparity of political point of view","تباين الآراء الدولية"
"Disposition for national reconciliation","استعداد للمصالحة الوطنية"
"Disposition for political reconciliation","استعداد للمصالحة السياسية"
"Disputed territories","أراضي مُتنازع عليها"
"Disregard ( to) warnings alarms","يتجاهل التحذيرات"
"Disregard (to) alarms","يتجاهل الإنذارات"
"Dissenting electoral voice","صوت انتخابي مُخالف"
"Dissenting opinion","رأي مخالف"
"Dissenting opinion","رأي مُخالف"
"Dissenting vote","تصويت مُخالف"
"Dissolute (to) the parliament","يحلّ البرلمان"
"Dissolution of the parliament","حلّ البرلمان"
"Distort (to) diplomatic relations","يُشوّه العلاقات الدبلوماسية"
"Distort (to) diplomatic","يُشوِّه العلاقات الدبلوماسية بين الدول"
"Distort (to) historical facts","يُحرّف الوقائع التاريخية"
"Distort (to) political facts","يُشوّه الوقائع السياسية"
"Distort (to) political facts","يُشَوَّه الوقائع السياسية"
"Distorted political report","تقرير سياسي مُحوّر"
"Distribute (to) political leaflets","يُوزع المنشورات السياسية"
"Distribute (to) political leaflets","يُوزّع المنشورات السياسية"
"Distribution of diplomatic missions","توزيع المهام الدبلوماسية"
"Ditches war","حرب الخنادق"
"Divergence of political opinions","تشعب الآراء السياسية"
"Divergence of political point of","اختلاف وجهات النظر"
"Divergence of political point","اختلاف وجهات النظر السياسية"
"Diversity of political regimes","تنوع الأنظمة السياسية"
"Diversity of political regimes","تنوّع الأنظمة السياسية"
"Diversity of world needs","تنوع المتطلبات الدولية"
"Diversity of world needs","تنوّع المُتطلبات الدولية"
"Divide and rule principle","مبدأ فرق تسد"
"Divide and rule principle","مبدأ فرّق تسد"
"Domain of constitutional power","نطاق السلطة الدستورية"
"Domain of diplomatic responsibilities","نطاق المسؤوليات الدبلوماسية"
"Domain of diplomatic","نطاق المسؤوليات"
"Domain of political responsibilities","نطاق المسؤوليات السياسية"
"Domain of power","نطاق السلطة"
"Dominant class","طبقة مُسيطرة"
"Dominate (to) strategic spots","يُسطر على المواقع الاستراتيجية"
"Domination will","نُزعة إلى السيطرة"
"Domination will","نَزْعَة إلى السيطرة"
"Domination","سيطرة"
"Draw (to) attention to world","يُلقي الضوء على المشكلات"
"Draw (to) the political action plan","يضع خطة العمل السياسي"
"Dual nationality","جنسية مزدوجة"
"Dual nationality","جنسيّة مزدوجة"
"Duality of international treatment","ازدواجية التعامل الدولي"
"Duality of international","ازدواجية التعامل الدولي"
"E","نشر"
"Ease (to) diplomatic tension","يُخفف التوتر الدبلوماسي"
"Economic war","حرب اقتصادية"
"Efficiency of diplomatic mission","فعالية المهمة الدبلوماسية"
"Efficiency of political mission","فعالية المهمة السياسية"
"Elect (to) by lot","ينتخب بالقرعة"
"Elect (to) by unanimity","ينتخب بالإجماع"
"Elected representative","ممثل منتخب"
"Elected representative","مُمثل منتخب"
"Election by majority","انتخاب بالأغلبية"
"Electioneer","شخص يعمل لصالح مرشح للانتخابات"
"Elections","انتخابات"
"Elector","ناخب"
"Electoral body","هيئة الناخبين"
"Electoral law","قانون الانتخاب"
"Electoral procedures","إجراءات انتخابية"
"Electoral propaganda","دعاية انتخابية"
"Electoral quotient","النصاب القانوني للترشيح"
"Electoral register","سجل انتخابي"
"Electronic government","حكومة الكترونية"
"Electronic media","إعلام الكتروني"
"Electronic media","إعلام إلكتروني"
"Eligibility right","حق الترشيح للانتخابات"
"Eligibility right","حَقّ الترشح للانتخابات"
"Eligibility","أهلية الترشيح للانتخابات"
"Elimination of body torture","إلغاء التعذيب الجسدي"
"Elimination of political Obstacles","إزالة العقبات السياسية"
"Elimination of political rights and opportunities","إلغاء الحقوق السياسية والفرص"
"Elimination of political","إزالة العقبات السياسية"
"Elimination of privileges","إلغاء الامتيازات"
"Elucidation of the concept of international order","توضيح مفهوم النظام الدولي"
"Embassy","سفارة"
"Emerge (to) from the meeting","ينبثق عن الاجتماع"
"Emerge (to) from the","ينبثق عن الاجتماع"
"Emergency Forces","قوّات الطوارئ"
"Emergency government","حكومة طوارئ"
"Emergency law","قانون الطوارئ"
"Emergency meeting","اجتماع طارئ"
"Emergency situation","وضع طارئ"
"Emergency state","حالة طوارئ"
"Emigrant","مهاجر"
"Emigration office","مكتب الهجرة"
"Emigration","هجرة"
"Eminent political personality","شخصية سياسية بارزة"
"Emissary","مبعوث دبلوماسي خاص"
"Emissary","مَبْعُوث دبلوماسي خَاص"
"Enact (to) international pacts","يسنّ المواثيق الدولية"
"End (to) blockade","يُنهي الحصار"
"Enforce (to) ceasefire","يفرض وقف إطلاق النار"
"Enforce (to) power","يفرض السلطة بالقوّة"
"Enforce (to) restrictions","يفرض القيود"
"Enforcement of law","فرض القانون بالقوة"
"Enforcement of law","فرض القانون بالقوّة"
"Entry visa","تأشيرة دخول"
"Envoy","مبعوث"
"Envoy","مَبْعُوث"
"Equal rights","حقوق متساوية"
"Equality between races","مساواة بين الأعراق"
"Equality in rights and duties","مساواة في الحقوق والواجبات"
"Equality of individuals","مساواة بين الأفراد"
"Equality of opportunities","تكافؤ الفرص"
"Equality of sex","مساواة بين الأجناس"
"Equality towards law","مساواة أمام القانون"
"Equality","مساواة"
"Equitable distribution of national income and opportunities","توزيع عادل للدخل القومي والفرص"
"Equitable distribution of world resources","توزيع عادل للموارد الدولية"
"Equitable peace","سلام عادل"
"Equity concept","مفهوم العدالة"
"Equity courts","محاكم الإنصاف"
"Equivalence of voting voices","تعادل الأصوات الانتخابية"
"Escape (to) from violence","يهرب من العنف"
"Espionage","جاسوسية"
"Establish ( to) a bridge of diplomatic relations","يُقيم جسر من العلاقات الدبلوماسية"
"Establish ( to) a world of solidarity and equity","يُقيم عالم من التضامن والإنصاف"
"Establish (to) a new political order","يُقيم نظام سياسي جديد"
"Establish (to) constructive dialogue between states","يُقيم الحوار البناء بين الدول"
"Establish (to) permanent peace","يُقيم السلام الدائم"
"Establish (to) political equilibrium","يُقيم التوازن السياسي"
"Evacuate (to) cities","يُخلي المدن"
"Evacuate (to) civilians","يُخلي المدنيين"
"Evacuation of foreign forces","جلاء القوات الأجنبية"
"Evaluation of cultural patrimony","تثمين ( تقييم) الميراث الثقافي"
"Evaluation of cultural patrimony","تثمين (تقييم) الميراث الثقافي"
"Evaluation of political facts","تقييم الوقائع السياسية"
"Evict (to) from properties","يطرد من الممتلكات"
"Evolution of political relations","تطوّر العلاقات السياسية"
"Examination of facts","تفحّص الوقائع"
"Examine (to) diplomatic reports","يتفحص التقارير الدبلوماسية"
"Examine (to) diplomatic reports","يتفحّص التقارير الدبلوماسية"
"Exceptional meeting","اجتماع استثنائي"
"Exchange of ambassadors","تبادل السفراء"
"Exchange of credentials","تبادل أوراق الاعتماد الدبلوماسي"
"Exchange of diplomats","تبادل الدبلوماسيين"
"Exchange of information between states","تبادل المعلومات بين الدول"
"Exchange of information","تبادل المعلومات بين الدول"
"Exchange of political points of views","تبادل الآراء السياسية"
"Exchange of political points","تبادل الآراء السياسية"
"Exchange of political prisoners","تبادل السجناء السياسيين"
"Exchange of political","تبادل السجناء السياسيين"
"Exchange of ratification documents","تبادل وثائق الإبرام"
"Executive committee","اللجنة التنفيذية"
"Executive power","السلطة التنفيذية"
"Exercise of constitutional rights","ممارسة الحقوق الدستورية"
"Exercise of constitutional rights","مُمارسة الحقوق الدستورية"
"Exercise of power","ممارسة السلطة"
"Exercise of power","مُمارسة السلطة"
"Exigencies of the post","مُتطلبات المنصب"
"Exigencies of the post","مُتَطَلَّبَات المُنْصَب"
"Exile","مَنفي"
"Exiled","مَنفي"
"Existing regime","النظام القائم"
"Expansion of offensives","اتساع نطاق الاعتداءات"
"Expansion policy","سياسية توسعية"
"Expansion tendencies","ميول توسعية"
"Expatriate (to)","ينفي من البلاد"
"Expatriation law","قانون المغتربين"
"Expel (to) from the country","يُرحّل - يطرد من الوطن"
"Expel (to) from the country","يُرحَّلُ - يطرد من الوطن"
"Expel (to) from the party","يفصل يطرد من الحزب"
"Experimental alert","إنذار تجريبي"
"Explanatory diplomatic memorandum","مذكرة تفاهم دبلوماسية توضيحية"
"Explanatory diplomatic","مذكّرة تفاهم دبلوماسية توضيحية"
"Explanatory political memorandum","مذكرة تفاهم سياسية توضيحية"
"Explanatory political","مذكرة تفاهم سياسية توضيحية"
"Exploration mission","مهمة استطلاعية"
"Exploration policy","سياسة استطلاعية"
"Exploratory talks","مُحادثات استطلاعية"
"Explosive substances","مواد مُتفجّرة"
"Explosive substances","مواد مُتفجِّرة"
"Express (to) people will","يُعبّر عن إرادة الشعب"
"Express (to) state will","يُعبّر عن إرادة الدولة"
"Expression of opinion","تعبير عن الرأي"
"External aggression","اعتداء خارجي"
"External intervention","تدخل خارجي"
"External pressures","ضغوط خارجية"
"External relations","علاقات خارجية"
"External threats","تهديدات خارجية"
"Extort or ravage (to) territories","يغتصب الأراضي"
"Extort or ravage (to)","يغتصب الأراضي"
"Extra territoriality principle","مبدأ الاستقلال عن السلطة"
"Extradition international treaty","المعاهدة الدولية حول تسليم المجرمين"
"Extradition international treaty","المُعَاهَدَة الدَّوْلِيَّة حَوْل تَسْلِيم المُجْرِمِين"
"Extraordinary ambassador","سفير فوق العادة"
"Extraordinary envoy","مبعوث فوق العادة"
"Extraordinary envoy","مَبْعُوث فَوْق العَادَة"
"Extreme opinion","رأي متطرّف"
"Extreme opinion","رأيٌ مُتَطَرِّف"
"Extreme right","يمين مُتطرّف"
"Extreme right","يمين مُتَطَرِّف"
"Extremism","تطّرف"
"Extremism","تَطَرُّف"
"Extremist party","حزب مُتَطَرِّف"
"Extremist","مُتَطَرِّف"
"F","نشر"
"Face (to) war danger","يواجه خطر الحرب"
"Face (to) war threats","يواجه تهديدات الحرب"
"Face to face battle","معركة وجاهية"
"Facts finding committee","لجنة تقصي الحقائق"
"Factual report","تقرير بعرض الوقائع"
"Fair diplomatic attitude","موقف دبلوماسي عادل"
"Fair diplomatic solution","حلّ دبلوماسي عادل"
"False advertisement","إعلان كاذب"
"False alert","إنذار زائف"
"False statement","بيان كاذب"
"Falsification of elections","تزوير الانتخابات"
"Falsify (to) facts","يُزوِّر الحقائق"
"Falsify (to) political facts","يُزوِّر الوقائع السياسية"
"Falsify (to) the elections","يُزوِّر الانتخابات"
"Far reaching political decision","قرار سياسي بعيد النظر"
"Fascism","فاشية"
"Favored states","دول ذات خُطُوة"
"Favored states","دول ذات حُظوة"
"Federal government","حكومة فيدرالية"
"Federal Investigations Office","مكتب التحقيقات الفيدرالي"
"Federal state","دولة فيدرالية"
"Federal system","نظام حكم فيدرالي"
"Federal tribunal","محكمة فيدرالية"
"Federation","اتحاد بين مجموعة من الدول - فيدرالية"
"Feebleness of power","ضعف السلطة"
"Felony","تأمر على الدولة"
"Feudalism","نظام الإقطاع"
"Fifth column","طابور خامس"
"Fig leaf policy","سياسة التمويه"
"Fighting forces","قوى مُحاربة"
"Final notice","إخطار أخير"
"Final ultimatum","إنذار نهائي"
"Fiscal immunity","حصانة مالية"
"Flag anthem","نشيد تحية العلم"
"Flag salute","تحية العلم"
"Follow up (to) political events","يُتابع الأحداث السياسية"
"for Education, Science and","والثقافة"
"for Industrial Development","الصناعية"
"For political consideration","لاعتبارات سياسية"
"Forbidden access area","منطقة ممنوع الاقتراب منها"
"Forbidden media stations","محطات إعلامية محظورة"
"Forbidden media stations","محطّات إعلامية محظورة"
"Forces (UNEF)","القوّات الإنسانية الدولية International humanitarian"
"forces","العسكرية"
"forces","القوّات الدولية لحفظ السلام International Forces for the"
"Foreign aids","مُساعدات أجنبية"
"Foreign arbitration","تحكيم أجنبي"
"Foreign broadcasting","إذاعة أجنبية"
"Foreign broadcasting","محطات إرسال أجنبية"
"Foreign broadcasting","محطّات إرسال أجنبية"
"Foreign communities","جاليات أجنبية"
"Foreign concessions","امتيازات أجنبية"
"Foreign conventions","مواثيق أجنبية"
"Foreign domination","سيطرة أجنبية"
"Foreign forces occupation","قوات احتلال أجنبية"
"Foreign influence","نفوذ أجنبي"
"Foreign intervention","تدخل أجنبي"
"Foreign military forces","قوات عسكرية أجنبية"
"Foreign military forces","قوّات عسكرية أجنبية"
"Foreign minister","وزير الخارجية"
"Foreign ministry","وزارة الخارجية"
"Foreign political pressures","ضغوط سياسية أجنبية"
"Foreign pressures","ضغوط أجنبية"
"Foreign resident","مقيم أجنبي"
"Foreign resident","مُقيم أجنبي"
"Foreign rivalry","منافسة أجنبية"
"Foreign rivalry","مُنافسة أجنبية"
"Foreign support","دعم أجنبي"
"Foreign threats","تهديدات أجنبية"
"Foreign troops","ح"
"Foreign troops","جيوش أجنبية"
"Foreigners law","قانون الأجانب"
"Form of state","شكل الدولة"
"Formal approval","تأييد رسمي"
"Formal consent","موافقة رسمية"
"Formal diplomatic protest","احتجاج دبلوماسي رسمي"
"Formal opening ceremony","جلسة افتتاح رسمية"
"Formal protest","احتجاج رسمي"
"Formal warning","إنذار رسمي"
"Former minister","وزير سابق"
"Formulation of political decision","صياغة القرار السياسي"
"Formulation of political","صياغة القرار السياسي"
"Fortification of cities","تُحصين المدن"
"Fortified cities","مدن مُحصّنة"
"Fortified cities","مُدُن مُحصّنة"
"Fraudulent elections","انتخابات مزوّرة"
"Free elections","انتخابات حرة"
"Free elections","انتخابات حرّة"
"Freedom and well being of individuals","حرية ورفاهية الأفراد"
"Freedom and well being of","حرية ورفاهية الأفراد"
"Freedom","حرية"
"Friendly diplomatic solutions","حلول دبلوماسية ودية"
"Friendly International gesture","لفتة دولية ودية"
"Friendly International","لفتة دولية ودية"
"Friendly settlement","تسوية ودية"
"Frighten (to) civilians","يُفزع المدنيين"
"Front lines","الخطوط الأمامية للقتال"
"Frontier controversies","خلافات على الحدود"
"Frontier zone","منطقة الحدود"
"Fulfill (to) justice","يُحقق العدالة"
"Fulfill (to) justice","يُحقّق العدالة"
"Full ceasefire","وقف شامل لإطلاق النار"
"Full neutrality","حياد تام"
"Full power","سلطة تامة"
"Fundamental axe of negotiations","المحور الرئيسي للمفاوضات"
"Fundamental political principles","المبادئ السياسية الأساسية"
"Future aspirations of states","المطامح المستقبلية للدول"
"G","نَاسُق"
"Game of nations","لعبة الأمم"
"General assembly","الجمعية العامة"
"General Congress of Political Parties","المؤتمر العام للأحزاب السياسية"
"General Congress of Political","المؤتمر العام للأحزاب السياسية"
"General consular","قنصل عام"
"General evaluation of political report","تقييم شامل للتقرير السياسي"
"General mobilization","تعبئة عامة"
"General strike","إضراب عام"
"Generations struggle","صراع الأجيال"
"Genocide","إبادة جماعية"
"Get acquainted (to) with political facts","يأخذ علماً بالأحداث السياسية"
"Give (to) a statement on official capacity","يُدلي بتصريح بصفة رسمية"
"Give (to) a statement on official capacity","يُدْلِي بِتَصْرِيحٍ بِصِفَةٍ رَسْمِيَّةٍ"
"Give (to) an opinion","يُدلي برأي"
"Give (to) an opinion","يُدْلِي بِرَأْيٍ"
"Give (to) priority","يُعطي الأولوية"
"Good intentions ambassador","سفير النوايا الحسنة"
"Good offices committee","لجنة المساعي الحميدة"
"Good offices","مساعي حميدة"
"Govern (to)","يحكم"
"Governing authority","السلطة الحاكمة"
"Governing corps","الهيئة الحاكمة"
"Governing laws","القوانين السائدة"
"Government committee","لجنة حكومية"
"Government corruption","فساد الحكم"
"Government intervention","تدخل حكومي"
"Government witness","شاهد حكومي"
"Governmental institutions","مؤسسات حكومية"
"Governmental restraints","قيود حكومية"
"Governor","حاكم أو محافظ"
"Governors meeting","اجتماع المحافظين"
"Grant (to) authorities","يُخوّل يمنح الصلاحيات"
"Grant (to) authorities","يُخَوَّلُ يَمْنَحُ الصَّلاحِيَّاتِ"
"Grant (to) immunities","يمنح الحصانات"
"Grant (to) nationality","يمنح الجنسية"
"Grant (to) privileges","يمنح الامتيازات"
"Grant (to) time for reflection","يمنح مهلة للتفكير"
"Grave diplomatic circumstance","ظروف دبلوماسية خطيرة"
"Grave diplomatic","ظروف دبلوماسية خطرة"
"Grave humanitarian circumstances","أوضاع إنسانية خطيرة"
"Gravity of political situation","خطورة الموقف السياسي"
"Great Middle East","الشرق الأوسط الكبير"
"Groups of people","جاليات بشرية"
"Guarantee (to) personal rights","يضمن الحقوق الشخصية"
"Guarantee of liberties","ضمان الحريات"
"Guerilla war","حرب العصابات"
"Half mast (to) flags","يُنكّس الأعلام"
"Half measures","أنصاف الحلول"
"Hand over (to) chairmanship","يُسَلِّم رئاسة الجلسة"
"Hard hitting political speech","خطاب سياسي شديد اللهجة"
"Harmonically political progress","تطوّر سياسي مُتناسق"
"Harmony in international points of view","تناسق وجهات النظر الدولية"
"Have recourse (to) to war","يلجأ إلى الحرب"
"Have recourse (to)","يرجع إلى القوانين الدولية"
"Head of delegation","رئيس الوفد"
"Hearsay evidence شهادة مُستندة إلى سماع","أقوال"
"Hearsay evidence","شهادة مُستندة إلى سماع أقوال"
"Hegemony سياسة الدول العظمى","نشر"
"Hegemony","سياسة الدول العظمى"
"Hematite","غير منتمي لدولة"
"Hierarchy of goals","تسلسل أو تدرج الأهداف"
"Hierarchy of political posts","تسلسل المناصب السياسية"
"Hierarchy of powers","تسلسل السلطات"
"Hierarchy of state departments","تسلسل في إدارات الدولة"
"Hierarchy of state","تسلسل في إدارات الدولة"
"High commissary","مندوب سامي"
"High committee","لجنة عليا"
"High Constitutional Court","المحكمة الدستورية العليا"
"High level negotiations","مفاوضات على مستوى رفيع"
"High level negotiations","مُفاوضات على مستوى رفيع"
"High treason","خيانة عظمى"
"Higher International Court","المحكمة الدولية العليا"
"Hold (to) a meeting","يعقد الاجتماع"
"Hold (to) arms","يتقلد السلاح"
"Hold (to) arms","يتقلّد السلاح"
"Holly alliance","حلف مُقدّس"
"Holly alliance","حلف مُقَدَّس"
"Honor committee","لجنة فخرية"
"Honorary commission","لجنة الشرف"
"Honorary consular","قنصل فخري"
"Honorary council","مجلس فخري"
"Honorary member","عضو شرف"
"Honorary mission","بعثة شرف"
"Honorary post","منصب شرف"
"Horrible military campaign","حملة عسكرية مُرَوَّعة"
"Horrible military campaign","حَملة عسكرية مُرَوَّعة"
"Host country","البلد المضيف"
"Host country","البلد المُضيف"
"Hostages","رهائن"
"Hostile activity","نشاط عدواني"
"Hostile demonstration","مُظاهرة عدائية"
"Hostile demonstration","مُظَاهِرَة عَدَائِيَّة"
"Hostile party","حزب عدائي"
"Hostile policy","سياسية عدائية"
"Human massacre","مذبحة بشرية"
"Human masses","حشود بشرية"
"Human relations between states","علاقات إنسانية بين الدول"
"Human rights committee","لجنة حقوق الإنسان"
"Human rights","حقوق الإنسان"
"Human wave of protestors","موجة بشرية من المحتجين"
"Humanitarian aids","مُساعدات إنسانية"
"Humanitarian coordinator","مُنَسِّق الأمور الإنسانية"
"Humanitarian rights controller","الإنسان"
"Humanitarian rights","مراقب مراعاة حقوق الإنسان"
"Humanitarian situation of prisoners","الوضع الإنساني للسجناء"
"Humanitarian situation of","الوضع الإنساني للسجناء"
"Humiliate (to) captives","نشر"
"Humiliate (to) captives","يُحقّر الأسرى"
"Identical diplomatic behavior","تعامل دبلوماسي مُتماثل"
"Ideological army","جيش عقائدي"
"Ideological trend","نزعة عقائدية"
"Ideological trend","نَزْعَة عقائدية"
"Ideology","مبدأ أو عقيدة"
"Illegal immigration","هجرة غير قانونية"
"Illegitimate war","حرب غير مشروعة"
"Immediate ceasefire","وقف فوري لإطلاق النار"
"Immunities","حصانات"
"Impartial diplomatic committee","لجنة دبلوماسية غير مُتحيّزة"
"Impartiality","عدم التحيز بالرأي"
"Imperialism","استعمار"
"Imperialist domination","سيطرة الاستعمار"
"Imperialist expansion","توسّع استعماري"
"Imperialist mentality","عقلية استعمارية"
"Imperialist tendency","نُزعة استعمارية"
"Imperialist tendency","نَزْعَة استعمارية"
"Imperialist","مُستعمر"
"Implementation of foreign policy","تنفيذ السياسة الخارجية"
"Implied power","سلطة ضمنية"
