"English Term","Arabic Term"
"daytime schedule (radio & TV)","جدول برامج اليوم (إذاعة، تلفزة)"
"day-to-day","يوماً بيوم"
"dead air","صمت (فترة ينقطع فيها البث الإذاعي)"
"dead copy","مقال سبق نشره"
"deadline","أجل أقصى"
"dealer","موزع"
"death notice","نفي"
"debate","مناظرة"
"deceiful advertising","إشهار كاذب، إعلان كاذب"
"decipher (to)","فك الترميز"
"decision-maker","صانع القرار"
"deck","عنوان ثانوي (غالباً ما يكتب بحروف أصغر من حروف العنوان الرئيسي)"
"decker","صف العناوين"
"declaration; statement","تصريح"
"declassify(to)","خفض الأهمية (أي خفض منزلة أحد الأخبار، خلال عملية فرز الأخبار من الأهم إلى الأقل أهمية، فجعله في منزلة أدنسي)"
"decoder","مفك الترميز (جهاز يفكسك برامج التلفزة التي تثبت مرونة لاستقبالها استقبالا واضحاً)"
"décor","مناظر"
"dedication","إهداء"
"deep focus","مسافة بؤرية عميقة (في مجال التصوير)"
"deep throat","مصدر مُقل"
"defamation; libel","قذف"
"defamation case","دعوى قذف"
"defamatory words","عبارات القذف"
"definition","وضوحية (درجة وضوح الصورة، وهي تعتمد على عدد الخطوط الأفقية على شاشة التلفاز)"
"definitive edition","طبعة فائية"
"delay time","وقت احتياطي"
"delayed broadcast","بث مسجل"
"delivery 1-","تسلّم"
"delivery man","مُوزّع"
"demodulator","مزيل التعديل"
"demonstration","غرض"
"demonstration video tape","شريط معاينة"
"denial; disclaimer","تكذيب"
"deontology","أعراف المهنة (كل ما يتصل بأخلاق المهنة وتقاليدها وأدابسها)"
"deposit copy","نسخة الإيداع"
"depth interview","استجواب مُعمّق"
"depth of focus","عُمق البُؤْرة، عمق الوضوح"
"description","وَصْف"
"descriptive title","عنوان وَصْفي"
"description; unscrambling","فُسلك الترميز"
"design","تصميم"
"design department","قسم التصميم"
"designer 1-","مصمم المناظر (سينما)"
"desk","أمانة التحرير"
"desk editor","رئيس نشرة الأخبار، محرّر متخصص"
"desk man","صحفي مكتبي (يزاول عمله في مكاتب الجريدة أو الإذاعة أو التلفزة ولا يقوم باستطلاعات خارجية)"
"desk work","عمل مكتبي"
"desktop publishing","نُشر بالحاسوب"
"detailed account","تقرير مفصّل"
"detective novel","رواية بوليسية"
"developing story","حدث جار"
"development","تطوّر (ما يلي الحدث من تطورات بعد وقوعه)"
"devil","قلم مأجور (يقوم بالتحرير أو التأليف لصالح غيره مقابل أجر)"
"diagonal dissolve","صور مائلة"
"dialect","لمحة"
"dialogue","جوازية"
"dialogue writer","كاتب جوازيات"
"diaphragm","سجاف (آلة التصوير)"
"diary","يومية (تقوم سنوي على شكل كراسة تستعمل مفكرة يومية للمواعيد)"
"dictationist; phone reporter","مُختزلة"
"digest","مختار"
"digital","رقمي"
"digital photography","صورة رقمية"
"diplomatic sources","مصادر دبلوماسية"
"direct advertising","إعلان مباشر"
"direct broadcasting satellites","أقمار (سوائل) البث المباشر"
"direct interview","مقابلة مباشرة"
"directing microphone; briefing microphone","micro d'ordres مُجهر التعليمات"
"directive interview","مقابلة موجّهة"
"director of photography; chief cameraman","directeur de photographie مدير التصوير"
"director of production","directeur de production مدير الإنتاج"
"directory","مذكّرة وتقويم، دليل، دليل عناوين"
"dirt","شائعة"
"disc jockey (D.J.)","منسّق (يقوم باختيار وبث الأغاني الملائمة للبرنامج أو السهرة)"
"discussion leader","مدير مُناظرة"
"discussion programme","طاولة مستديرة، مُناظرة"
"dish antenna","صُحن هوائي"
"dishonest advertising","إعلان غير شريف"
"dispatch(to)","أبُرق (عبراً)"
"dispatching","رُزم (رُزم الصحف في مجموعات تمهيداً لتوزيعها)"
"display","غرض مصور (الانتقال من لقطة إلى أخرى بانصهار الأولى وظهور الثانية تدريجيا) (جهاز إرسال على نطاق محلي)"
"document","وثيقة (نشر على نفقة الكاتب) الوسط، إعلان على صفحتي الوسط"
"drama (film)","تمثيلية (دراما) (تنقسم إلى نوعين: المأساة وتكون أحداثها مفجعة، والمُلْهاة وهي ذات طابع هزلي)"
"dramatic fees","حقوق الغرض (حقوق مؤلف المسرحية حين تمثلها فرقة فنية على المسرح وتعرضها على الجمهور)"
"drawing","رَسْم"
"dressing room","غرفة الملابس (مقصورة الفنانين التي يبدلون فيها ملابسهم على المسرح)"
"drive time","فترة السائقين (حصّة زمنية مخصصة لاستماع السائقين في سياراتهم أو حافلاتهم)"
"drive-in-cinema","سينما السيارات (سينما في الهواء الطلق، يرتادها المتفرّجون بسياراتهم)"
"dubbed film","فَلَمْ مُدَبَّلْج"
"dubbed version","نُسخة مُدَبَّلْجَة"
"dubbing","دبلجة، ترجمة الصوت"
"dubbing studio","حُجْرَة ترجمة الصوت (الدَّبْلَجَة)"
"dummy","تصميم"
"duplex","رِسط"
"duplication","نُسَخ"
"duplicator","ناسخة"
"duratin","مَسْئِدَة"
"duty","واجب"
"duty editor; news","مدير الأخبار"
"duty to inform","واجب الإخبار (يقضي بتبليغ طرف آخر بخبر أو معلومة من حقّه أن يكون على علم بها)"
"earphone","سماعة"
"ears","أذنان (ال..) (مستطيلان أو مُرَبَّعان في الزاويتين العُلُوِّيتين من الجريدة، على يمين العنوان وعلى يساره)"
"earth station","محطة أرضية"
"echo","صدى"
"economic column","ركن اقتصادي"
"economic news","قسم الأخبار الاقتصادية"
"edited by","صادر بإشراف.."
"editing","توليف، هيئة التحرير، إدارة جريدة"
"editing bench","طاولة التوليف"
"editing room","قاعة التوليف (قَلَم)، قاعة التحرير"
"edition","نُشُر، طَبْعَة"
"editor","مدير التأليف (قَلَم)، مدير السلسلة (النشر)، مُحَرَّر (جريدة، إذاعة، تلفزة)"
"editorial","افتتاحية"
"editorial conference","اجتماع هيئة التحرير"
"editorial management","إدارة التحرير"
"editorial page","صفحة الرأي"
"editorial policy","سياسة التحرير"
"editorial staff","هيئة التحرير"
"editorial synchronization","ترمين الافتتاحية (تعبير عن آراء أو أفكار أو دسها في خبر أو مقال)"
"editorialist; editorial writer","كاتب الافتتاحية"
"editorializing","تضمين رأي (تعبير عن آراء أو أفكار أو دسها في خبر أو مقال)"
"editor-in-chief","رئيس التحرير"
"editor's note","ملاحظة التحرير"
"educational broadcasting","برنامج تربوي"
"educational film","فيلم تربوي"
"educational television","تلفزة تربوية"
"effective","فعال"
"effective date","تاريخ التنفيذ"
"electronic character-generator","مولّد إلكتروني للحروف"
"electronic editing","توليف إلكتروني(التلفزة)"
"electronic journalism","صحافة إلكترونية"
"electronic mail","بريد إلكتروني"
"electronic media","وسائل اتصال إلكترونية"
"electronic publishing","نشر إلكتروني"
"embargo","كتمان (وهو واجب الصحفي كتمان خبر إلى أجل معين)"
"emcee (master of ceremonies)","قطب السهرة (وهو في الغالب ممثل أو صحفي مشهور)"
"emmy awards","جوائز (جوائز تشجّع أحسن الأعمال في الإذاعة والتلفزة)"
"en clair","بلا ترميز"
"encoding; coding","ترميز"
"end matter","ملاحق"
"end notes","هوايش"
"end title (cinema)","نهاية (ال...)"
"engineering staff; technical staff","فريق ثقفي"
"enlarged edition","طبعة مزيدة"
"enlargement; blow-up","تكبير"
"entertainment","حفلة تسلية"
"entertainment film","فلم تسلية"
"entertainment guide","دليل السهرة (ثبت بعروض التسلية المتاحة في السهرة)"
"entertainment programme","برنامج تسلية"
"entertainment world","عالم الاستعراض (the)"
"entitled (to be)","مفوض"
"entry","مدخل"
"episode","حلقة"
"equal time; fairness","مساواة في المعاملة doctrine (واجب معاملة الأحزاب والمرشحين للانتخابات معاملة متساوية في التلفزة أو الإذاعة بمنحهم فرصاً متكافئة فيها خلال الحملات الانتخابية)"
"equalier","مسوية"
"erratum","تصويب (الأغلاط الطباعية في الكتب)"
"ethics","آداب المهنة"
"evening paper","صحيفة المساء"
"event","حدث"
"examination","فحص"
"excerpts of filmed","مقاطع مصورة (فلم)"
"exclusive rights","حقوق الانفراد (بثّ مبارات أو نشر مقابلة)"
"exclusivity","انفراد"
"executive editor","رئيس التحرير المنفذ"
"executive producer","منتج منفذ"
"exemption of duties","إعفاء من الرسوم"
"exhausi (to)","نفذ"
"exhibited books","كتب معروضة"
"exhibition","عرض (فلم)"
"exhibition rights","حقوق الغرض"
"expanded edition","طبعة موسعة"
"experimental programme","برنامج تجريبي"
"expiration date","أجل أقصى"
"explanatory notes","إيضاحات"
"exposure","تعريض (للضوء)"
"express company","وكالة توزيع"
"extension of copyright","مجال حقوق التأليف"
"exterior filming","تصوير خارجي exterior shooting"
"extra copies","مُستَبلَة (ج. مستَبلات، وهي نسخ إضافية من الأصل)"
"extra long shot","لقطة جد عريضة (E.L.S.)"
"extracts; excerpts","مُقتَطلَعات، مختارات"
"extras","مُلحَق (لصحيفة أو محلة)"
"extreme opinion","رأي متطرّف"
"eye catcher","لافت للنظر"
"eye contact","دوام النظر (إلى كاميرة التلفزة)"
"eye wash","خشو الدماغ"
"eyewitness","شاهد عيان"
"eyewitness account","تقرير شاهد عيان"
"F.M. frequency modulation","تعديل التردد"
"fabricated account","تقرير مُلفّق"
"face","وجّه"
"face time","مدّة الظّهور (مدّة ظهور شخص على شاشة التلفاز في فلم أو برنامج)"
"face-to-face","وجهاً لوجه"
"facsimile edition","طباعة ناسوخية"
"facsimile transmission","نقل ناسوخي"
"fact sheet","ورقة الاسترشاد"
"factual report","تقرير وقائع"
"fade over","توالي التلاشي والظهور"
"fade-in (film)","رفع الصوت تدريجياً، ظهور مُتدَرّج (ظهور معالم الصورة تدريجياً إلى أن يكتمل وضوحها)"
"fade-out","تلاش، خفوت الصوت تدريجياً (اختفاء معالم الصورة بالتدريج)"
"fader","مُخفّت (زرّ أو جهاز لتخفيض النور أو إضعاف حدّة الصورة، أو الصوت الخ)"
"fair","معرض"
"fair and accurate report","تقرير نزيه"
"fair comment","نقد نزيه"
"fair copy","نسخة نظيفة"
"fair use","واجب ذكر المصدر (في الاقتباس، والاقتباس جائز، إذا كان اقتباسا من مؤلف في حدود قانون حماية حقوق المؤلف)"
"fake interview","مقابلة ملفقة (وهي مقابلة مختلفة ولا أساس لها في الواقع)"
"false advertising","إعلان كاذب"
"false information","خبر مزيف"
"family film","فلم للأسرة"
"family magazine","مجلة الأسرة"
"family viewing","برنامج للأسرة (في"
"fax","ناسوخ، مرسال (فاكس)"
"feature article","مقال أساسي، مقال"
"feature film; full-length film","فلم رئيسي (في قاعة سينما تعرض فلمين أحدهما طويل والآخر قصير)"
"feature presentation","فلم رئيسي"
"feature work","مقال متميز، تحرير مقالات متخصصة"
"featurette film","فلم قصير"
"federal register","جريدة(ال...)الرسمية (U.S.)"
"feedback","ارتداد"
"feuilleton","مسلسل"
"ficticious","خيالي"
"fiction; work of","عمل روائي fiction"
"fiction film","فلم روائي"
"field broadcast","استطلاع ميداني"
"field frequency","مجال الترددات"
"field of view","مجال الرؤية"
"field of vision","مجال النظر"
"field test","اختبار ميداني"
"figure","وجيه (ج. وجهاء)"
"file","ملف"
"file a story(to)","صنف (في ملف)"
"file film","مِلْفٌ قَلَمِيٌّ، وَشَائِقُ قَلَمِيَّةٌ"
"filler","برنامج، مقال تكميلي"
"filling up","خُشُو"
"film; movie","قَلَمٌ"
"film","شريط خام (للكاميرة)"
"film archives","مَحْفُوظَاتٌ سِينْمَانِيَّةٌ"
"film art director","مدير (ال...) الفَنِّي لِلْقَلَمِ"
"film card","رُقَافَةٌ"
"film director; film","مخرج"
"film editor","مُؤَلِّفٌ"
"film festival","مهرجان سينمائي"
"film for adults","قَلَمٌ لِلْكِبَارِ"
"film gate (of","نافذة الغرض"
"film goer; movie goer","هاوي السينما"
"film industry","صِنَاعَةُ السِّينَمَا"
"film library","مُقَلِّمَةٌ (مكتبة الأفلام السينمائية)"
"film magazine","مَجَلَّةُ السِّينَمَا"
"film music","موسيقى قَلَمٌ"
"film preview","قَلَمٌ إِعْلَانِيٌّ"
"film production","إنتاج الأفلام"
"film recording","تسجيل الأفلام"
"film release","توزيع الأفلام"
"film review","تَقْوِيمُ القَلَمِ (عَرْضٌ وَمَرَاجِعَةٌ تَقْدِيمَةٌ)"
"film reviewer; film","ناقد إعلاني"
"film rights","حقوق الإخراج السينمائي"
"film script","كتابة الحوار، تقطيع المشاهد (سيناريو)"
"film show","عَرْضٌ سِينْمَانِيٌّ"
"film star","نَجْمٌ سِينْمَانِيٌّ"
"film technician","تَفَنِّي القَلَمِ"
"film trick","خِدْعَةٌ سِينْمَانِيَّةٌ"
"film unit","فريق التصوير"
"filming; schooting","تصوير"
"final edition","طبعة(ال...) الأخيرة"
"financial news","أخبار المال"
"financial paper","صحيفة أخبار المال"
"fine arts","فنون (ال...) الجميلة"
"fine cut","توليف دقيق"
"fine focus","ضبط الصورة (توضيح الصورة عبر ضبط عدسات منظار الكاميرة ضبطاً دقيقاً)"
"finished layout","إخراج نهائي"
"first edition","طبعة(ال...) الأولى"
"first generation film","فلم الجيل الأول"
"first run; first","عرض(ال...) الأول"
"first showing","أول بث، أول عرض"
"first-day story","مقال اليوم الأول (الجزء الأول من مقال في عدة أجزاء)"
"firsthand news","خبر المصدر المباشر"
"fitting","ملاءمة"
"five w's","أسئلة (ال...) الخمسة (من/ ما، من، أين، كيف، لماذا)"
"flag","شعار صحيفة"
"flagging (TV)","تموج الصورة"
"flash","لمحة (خبر سريع ومختصر وغالباً ما يكون تمهيداً لتفصيلات لاحقة)"
"flash frame","صورة بيضاء"
"flashback","استحضار (رجوع إلى الوراء لاستعادة صور أو مواقف أو أحداث)"
"flashcaster","طُبع (نص على صورة)"
"flat colours","ألوان هادئة"
"flat rate","سعر اتفاقي"
"flight","فترة إعلانية، فترة إشهارية"
"flight saturation","تركيز إعلاني (يُجمَّع الحد الأقصى من الإعلانات في فترة محدودة)"
"flip over","قلب الصورة (في التلفزة، تُقلب الصورة وكأنها صفحة تُطوى عند الانتقال من لقطة إلى أخرى)"
"float time","فترة فراغ"
"folder","مطوية"
"flood","ضوء غامر"
"flood light","إضاءة غامرة"
"folklore","فلكلور"
"floor (cinema & TV)","خشبة"
"floor manager (U.S.)","مدير الخشبة"
"flow chart","برنامج إعلامي"
"footnote","هوامش"
"flow of information","تدفق المعلومات"
"forbidden books","كتب محظورة"
"flush(to)","صفف"
"forecast","توقعات (ال...)"
"flutter","بريق"
"foreground","غنية"
"fly-boy; printer's devil","ساعي المؤسسة"
"foreign correspondent","مُراسيل من الخارج"
"flyer; leaflet","منشور"
"focus group","فريق الفحص"
"focused interview","مقابلة معتقّمة"
"foreign language rights","حقوق الترجمة"
"frames per second","عدد الصور في الثانية"
"foreign version","نسخة أجنبية"
"foreword","مقدمة"
"forgery","تزوير"
"free circulation","نشرة مجانية"
"format","قطع"
"free copy","نسخة مجانية"
"fortnightly","نصف شهري"
"fourth cover","ظهر الغلاف"
"fourth estate","سلطة (ال...) الرابعة"
"frame","إطار"
"free standing newspaper insert","مدرج إعلاني، مدرّج إشهاري"
"frame counter; frame indicator","عداد الصور"
"free write up","استطلاع إعلاني مجاني"
"frame reversal","قلب الصور"
"freedom of the press","حرية الصحافة"
"frame size","قطع الصورة"
"freelance","صحفي غير ملتزم"
"frame(to)","أطر"
"freeze frame","وقوف على صورة"
"frequency of issue; frequency of publication","وترة الصدور"
"front cover","وجه الغلاف"
"front page; title page","صحف العناوين، صفحة (ال...) الأولى"
"front view","منظر أمامي"
"full showing (newspaper); run showing","إعلان متواصل (يتكرر ظهوره في كل طبعة من طبعات الجريدة في اليوم نفسه)"
"full house (cinema)","قاعة غاصّة (ملأى حتى لم يبق فيها مكان خال)"
"full licence","إجازة نهائية"
"full scale","بالحجم الطبيعي"
"full shot","لقطة كاملة"
"full-length film; full-length feature","فلم طويل"
"full-page ad","إعلان صفحة كاملة"
"fulltimer","بثّ متصل (بثّ 24 ساعة في اليوم)"
"funnies","سلسلة رسوم هزلية"
"gaffer (film) chef électricien","تفني الكهرباء (في فلم)"
"gag","فكاهة (موقف هزلي يعتمد على المفاجأة فيثير الضحك)"
"gag writer","كاتب فكاهات"
"gain","زيادة (الحجم الحاصل من تكبير الصوت)"
"gallery","رواق، منصة"
"gallup poll","استطلاع آراء"
"gallup(to)","استطلاع الآراء (الفعل الانكليزي مأخوذ من اسم أشهر مؤسسة أمريكية لاستطلاع الآراء)"
"gameshow","ألعاب تلفزيونية"
"gap","بياض (فراغ في صفحة)، ثغرة، فجوة"
"gate","1- بوابة 2- باب"
"gatefold","زائدة مطوية (ورقة تحريرية أو إشهارية من حجم كبير تطوى لتكون في حجم الحلة التي تضمها)"
"gatekeeper","ناحل الأخبار (يسهر على فرز الأخبار ونشر ما يتماشى مع خط المؤسسة أو أيديولوجيتها)"
"gazette","صحيفة"
"general audience; general public","مَسْلاً (ال..) (هو الجمهور العام أو عامة الناس أو العامة)"
"general books","كتب شعبية"
"general view","نظرة إجمالية"
"generic advertising","إعلان عن منتج"
"generic term","اسم العلامة (هو علامة تجارية مسجلة انتشرت انتشاراً واسعاً، فغدت اسمًا)"
"genre","نوع، صنف"
"geographic coverage","تغطية جغرافية"
"ghost brand","علامة غير مسجلة (علامة غير معروفة أو لم يسبق تسجيلها لدى مكتب الملكية التجارية والصناعية)"
"ghostwriter","قلم مأجور"
"gift complimentary; gift copy","نسخة مُهداة"
"gift subscription","اشتراك هدية"
"give-away","هدايا إعلانية"
"give-away leaflet","نشرة مجانية"
"give-away magazines","مجلات مجانية"
"give-away prizes","جوائز"
"global beam","تغطية كاملة (المال الذي يغطيه قمر من الأقمار الاصطناعية تغطية كاملة)"
"global village","قرية (ال...) العالمية (كوكب الأرض)"
"glossary","مُعجَم (خاص بالكلمات العريضة وشرحها، أو هو معجم خاص بالمصطلح)"
"glossy magazine","مجلة فاخرة (مجلة أنيقة تُطبع غالباً على ورق صقيل)"
"glossy paper","ورق صقيل"
"goal","هدف"
"goal setting","تحديد الأهداف"
"gold record","أسطوانة(ال...) الذهبية"
"golden time","ساعة الذروة (الفترة التي يكون فيها الاستماع أو المشاهدة في أقصى درجاتها)"
"gonzo journalism","صحافة انطباعية (وهي غالباً مزاجية وغير موضوعية)"
"good broadcasting voice","صوت إذاعي (صالح للإذاعة)"
"good for printing","موافقة على الطبع"
"good name","سمعة حسنة، ذيوع الصيت"
"gossip","قبل (ال...) والقال (ثرثرة تتناول أخبار الناس على سبيل التسلية)"
"gossip column","أخبار الناس"
"government","تطلق (ال...) الحكومي (الشخص المخول رسمياً بأن يتحدث أو يصرح باسم الحكومة، ويُطلق عليه أحياناً اسم ""مصدر مأذون"")"
"grace (subscriptions)","مدة الإهمال"
"grant; aid","منحة، مساعدة مالية (هي، في ميدان الإعلام، مساعدة مالية تمنحها الدولة للصحافة)"
"graph","رسم بياني، خطيطة"
"graphic arts","فنون (ال...) التخطيطية"
"grass roots","شعبوية (ال...)"
"gravelogue","فلم سياحي"
"gross audience","مجموع المتابعين (عدد المستمعين والمشاهدين الذين تابعوا برنامجا أو إعلانا مرة أو أكثر)"
"gross circulation","توزيع (ال...) الكامل"
"ground connection","وصل أرضي"
"ground noise","ضوضاء خلفية"
"groundless report","خير بلا أساس"
"group advertising","إعلان مشترك (تقوم به جماعة من المعلنين لصالح منتج أو خدمة)"
"group behaviour","سلوك الجماعة"
"group","تواصل الجماعة"
"group interviewing","مقابلة جماعية"
"group leader","قائد الجماعة"
"group listening","استماع جماعي"
"group papers","مجموعة صحفية"
"group shot","لقطة جماعية"
"guest star","ضيف الشرف"
"guest writer","كاتب ضيف"
"guidebook","دليل"
"guided interview","مقابلة موجهة"
"guideline","تعليمات عامة، خط السلوك"
"gutter press presse de caniveau","صحافة الفضائح"
"gutter news","أخبار الفضائح"
"head of news section","رئيس قسم الأخبار"
"head of page","رأس الصفحة"
"head office; head","إدارة مركزية (مقر الإدارة المركزي ومكتبها الأساسي)"
"head shot; mug shot","صورة هوية"
"heading","استهلاك، رأسية، عنوان (ركن)"
"headline","عنوان الصدارة (مانشيت) (هو العنوان الرئيسي الأول الذي يحتل مكان الصدارة)"
"headline news","عناوين بارزة"
"headline writer","مُعْنُون (محرر عناوين)"
"headphones","مُمَاعَة"
"headpiece","رأس الصفحة (زخرفة في أعلى الصفحة)"
"headroom","سقفية الشاشة (هو الفراغ الفاصل بين أعلى الشاشة ورأس مقدم الأخبار في التلفزة، والذي يجب أن يحافظ عليه مدير الكاميرة جمالية الصورة)"
"hearing in camera","جلسة مغلقة"
"hearing in public","جلسة عمومية"
"hearsay","شائعة"
"heated debate","جدال صاخب"
"herald","رسول، منادٍ"
"high angle shot","لقطة عُلْوِيَّة (لقطة عمودية من أعلى إلى أسفل)"
"high fidelity (HI FI)","وضوح فائق"
"high resolution","دِقَّة فائقة"
"high-definition (TV)","تلفاز فائق الوضوح"
"high-key picture","صورة وضّاءة"
"highlight 1-","حدث بارز 2- عنوان بارز"
"high-speed","لقطات سريعة (في التصوير السينمائي)"
"hit movie; vidéo","فلم، تسجيل مرئي (فيديو) (أغنية في دورة النجاح)"
"hoarding","لوحة إعلانية"
"hoarding site","حائطية (مكان لإلصاق الإعلانات)"
"hoax","أكلوية"
"home delivery","تسليم منزلي"
"home edition","طبعة محلية"
"home news","أخبار محلية"
"home video maker","هاوي التسجيل المرئي (فيديو)"
"horror (film)","فلم رعب"
"host","مقدم"
"hot","ساخن، مباشر"
"hot line","خط ساخن، خط مباشر، خط الإسعاف"
"hot media","وسيلة إعلان ساخنة"
"hot news","أخبار ساخنة"
"hot number","عدد ناجح (عدد ناجح من جريدة أو مجلة)"
"hot release","صدر حديثاً (آخر إصدار)"
"house journal","جريدة المؤسسة"
"house style","أسلوب المؤسسة"
"humour","هزل"
"humourous paper","صحيفة هزلية"
"idea man","مصمّم"
"illuminated sign","لافتة ضوئية"
"identification","تعريف"
"illustration","صورة إيضاحية"
"idiot sheet; copy block","بطاقة تذكير"
"idle time","وُفّت مَيّت"
"Idoor advertising","إعلان داخلي"
"Immediacy cue (TV)","إشارة الاستعجال"
"illicit advertising","إعلان غير مشروع"
"illicit publication","نشرة غير مشروعة"
"ill-informed","ضئيل المعلومات"
"impact","وُقع"
"impact method","دراسة الأثر (دراسة وقع الخطابات أو الإعلانات أو المقالات على الجمهور)"
"impressario","وكيل فني (وكيل فرقة مسرحية أو فنان)"
"impression","انطباع"
"impression","فوضة التأثير (احتمال معاينة المارة أو المشاهدين إعلانا أو لافتة أو ملصقا لنتاج فرصة لحدوث الأثر المطلوب في نفوسهم)"
"imprint 1-","معلن (ال...) 2- علامة الناشر"
"improvisation","اوتحال"
"in","مقبل، رائج"
"in brief","بانجار"
"in camera; behind","مُغْلَق، سري (اجتماع خلف أبواب مغلقة)"
"in course of issue","قَيْد النُّشْر (على وشك الصُّدُور)"
"in focus","بَين (واضح وحلّي لأنه في بؤرة العدسة وتحت الأضواء السابقة)"
"in picture; in vision","في مجال الصُّورة"
"in press","قَيْد الطبع"
"in print edition","طبعة متوافرة (في السوق، غير نافذة)"
"inaccurate news","خير كاذب، خير غير دقيق"
"incomplete","ناقص (غير مكتمل، غير ناجز)"
"in-depth","مُفَصَّل، مُعَمَّل"
"index","فِهرس"
"indirect lighting","إضاءة غير مباشرة"
"inflight","عرض بالطائرة"
"inflight movies","أفلام الطائرة (الأفلام المعروضة بالطائرة)"
"influential paper","جريدة ذات نفوذ"
"informal interviewing","مقابلة مفتوحة (استجواب مفتوح يتم دون التقيد بأسئلة جاهزة أو محاور مسبقة)"
"informant","مستبر، مستطلع"
"information","إعلام، خبر، استعلامات"
"information center","مركز معلومات، مركز توثيق"
"information flow","تدفق الأخبار"
"information law","قانون الإعلام"
"information","معالجة المعلومات processing; data processing (معالجة الأخبار)"
"information provider","مُخبر (في مختلف المجالات الإعلامية)"
"information retrieval","بحث وثائقي recherche documentaire"
"informer","مُخبر (في المجالات الإعلامية المختلفة)"
"informercial","إعلان إخباري spot de pub et d'information"
"infotainment","برنامج معلومات وتسلية"
"infringement of","انتهاك حق المؤلف، تزوير"
"ingenue","ممثلة مبتدئة"
"inlay; keyed insert","ذُمج (نص في صورة)"
"input","قابس"
"inquirer","مُحقق"
"inquiry","تحقيق"
"insert","مُدرج"
"insert shot","لقطة مُفخمة"
"insert title","عنوان فرعي"
"insertion footage","طول اللقطات المُفخمة (بالأقدام)"
"insertion schedule","جدول الإدراج (جدول إدراج إعلانات في وسائل الإعلام)"
"inspection","فُحص"
"instantaneous","صورة فورية"
"institutional image","إعلان المؤسسة"
"institutional","مجلة المؤسسة"
"instructional","قناة تعليمية"
"instrument","أداة"
"intelligence","استخبارات"
"intended audience","جمهور مستهدف"
"interaction","تفاعل"
"interactive cinema","سينما تفاعلية"
"interactive television","تلفزة تفاعلية"
"intercom","هاتف داخلي"
"intercommunication","تواصل (اتصال متبادل)"
"interconnection","ترابط"
"intercut","لقطة مُفْحَمة، لقطة ربط"
"interface","واصل (وحدة في الحاسوب تصل بين برنامجين أو جهازين لتبادل المعطيات)"
"interference","تداخل، تشويش"
"interior shooting","تصوير داخلي"
"interlock","مزاوجة"
"intermission","فاصل"
"intermission film","فلم فاصل"
"internal affairs","شؤون داخلية"
"international serials","نظام سلاسل المعطيات"
"international","رقم (ال...) الدولي (رقم يعرف ويشخص كل كتاب على الصعيد الدولي)"
"international","رقم سلاسل معايير (ر.س.م.د.م)"
"international","معايير (ال...) الدولية"
"interpretive","صحافة الرأي (يغلب فيها الرأي والتحليل على الأخبار والأخبار)"
"interstitial","برنامج ربط (برنامج ملء الفراغ بين برنامجين وغالبا ما يكون قصيرا)"
"intertitle","عنوان داخلي"
"interview","مقابلة"
"interviewee","مُستَجوب (الشخص الذي تُطرح عليه الأسئلة في المقابلة)"
"interviewer","مُسْتَجْوَب (الشخص الذي يُطْرَح الأسئلة في المقابلة)"
"interviewing","تقنيات المقابلة"
"in-transit media","صحافة المسافرين (جرائد ومجلات مُدَبِّها شركة النقل للمسافرين عبر خطوطها)"
"introduction","تقديم، إصدار"
"introductory offer","هدية الإصدار"
"inverted pyramid","هرم (ال...) المقلوب (يعني في تقنية تحرير الأخبار، تصدير المقال بأهم المستجدات)"
"investigation","تحقيق"
"investigative","صحافة التحقيقات"
"invisible cut","قطع خفي، وصل خفي"
"iris aperture","فتحة السجاف"
"iris in","فتح دائري"
"iris out","غلق دائري"
"irony journalism","صحافة ساخرة"
"issue audience","قراء العدد (دورية)"
"issue(copy)","نسخة، عدد، طبعة"
"item","مقال، موضوع"
"jam packed paper 1-","مقالة حافلة بالأحداث 2- جريدة حافلة بالأحداث"
"jammer","محطة تشويش"
"jamming","تشويش"
"jingle","لازمة إعلانية، لازمة إشهارية"
"job advertising","إعلانات الوظائف"
"joint advertising","إعلان مشترك (يتقاسم المشاركون فيه تسديد نفقاته)"
"joint declaration","بيان مشترك"
"joint venture","مشروع مشترك"
"journal","جريدة، صحيفة، مجلة"
"journalese","أسلوب صحفي"
"journalism","صحافة، دراسة الصحافة"
"journalist; reporter","صحفي"
"journalist statut","قانون الصحفي (يُبيّن وضع الصحفيين القانوني)"
"journalistcard","بطاقة الصحفي"
"journalistic campaign","حملة صحفية"
"journalists' council","مجلس الصحفيين، هيئة الصحفيين (هيئة تدافع في الأساس عن آداب المهنة)"
"journalists' union","نقابة الصحفيين (تنظيم يدافع في الأساس عن المصالح المادية للصحفيين)"
"journals(the)","مُخْضَر الجلسات"
"judicial deposit","إيداع(ال...) القضائي (يقضي بإيداع نسخ من كل جريدة لدى المحكمة الابتدائية لإطلاع النيابة العامة على محتواها)"
"jump","انقطاع مفاجئ"
"jump cut; shot cut","قفزة في التصوير"
"jump line","إشارة قلب الصفحة (إشارة في صحيفة أو مجلة تحيل القارئ على صفحة لاحقة لمتابعة تتممة المقال)"
"just published","صَدْر أخيراً"
"keep in the dark","كتمان خير"
"key title","عنوان(ال...) المفتاح"
"keeper","مقال احتياطي، برنامج احتياطي"
"keyhole journalism","صحافة الفضائح"
