"English Term","Arabic Term"
"Political Inspiration","الإلهام السياسي"
"Political Leadership","الزعامة السياسية"
"Political Life","حياة سياسية"
"Political Market Place","سوق السياسة"
"Political Mobilization","التعبئة السياسية"
"Political Movements","حركات سياسية"
"Political Myths","أساطير سياسية"
"Political Participation","المشاركة السياسية"
"Political Parties","الأحزاب السياسية"
"Political Philosophy Approach","المدخل الفلسفي) المنطقي ((السياسي"
"Political Power","القوة السياسية"
"Political Prisoners","سجناء سياسيين"
"Political Reality","الواقع السياسي"
"Political Reconciliation","المصالحة السياسية"
"Political Reform","الإصلاح السياسي"
"Political Relationship","الرابطة السياسية"
"Political Representation","التمثيل السياسي"
"Political Rulers","الحكام السياسيون"
"Political Science Approach","المدخل العلمي السياسي"
"Political Settlement","التسوية السياسية"
"Political Socialization","التنشئة السياسية"
"Political Sociology","اجتماع سياسي"
"Political Solution","حل سياسي"
"Political Succession","التتابع السياسي"
"Political Theory","النظرية السياسية"
"Political Tradition","التقاليد السياسية"
"Politicking","التسييس"
"Politics Is The Art Of Compromise","فن التسوية"
"Poor-Devil Syndrome","الشيطان الفقير"
"Pop- Popular","شعبي"
"Population Density","كثافة سكانية"
"Positivism","الوضعية"
"Post Conflict Peace Building","بناء السلم بعد انتهاء الصراعات"
"Power / Force","القوة"
"Power Is Decision-making","قوة صنع القرار"
"Powerlessness","مشاعر انعدام القوة"
"Pragmatism","البرجماتية"
"Pre-Emptive First Strike","الضربة) الأولى(الوقائية"
"Predictive Function","الوظيفة التنبؤية"
"Prejudice","التحيز والتعصب"
"Prejudice","التعصب"
"Presistence Of Aggregates","استمرار المجتمع"
"Press Freedom","حرية الصحافة"
"Press Moral code","الشرف الصحفي"
"Pressures","ضغوط"
"Pressures Counter","ضغوط مضادة"
"Prestige","الهيبة"
"Preventive Diplomacy","الدبلوماسية الوقائية"
"Prime Force","القوة الكبرى"
"Privacy Rights","الخصوصية)) الحرمة الشخصية"
"Problematic","الإشكالية"
"Problematic","المنظومة الفكرية"
"Process","العملية"
"Progress","التقدم"
"Proletariat","البروليتاريا"
"Promulgation","التصديق"
"Propaganda","الدعاية"
"Proportionality","التناسب"
"Prospect / Expectations","توقعات مستقبلية"
"Protectionism","الحمائية"
"Protestant","البروتستانت"
"Protesters","احتجاجيين"
"Provisional Irish Republican Army(IRA)","منظمة الجيش الجمهوري الأيرلندي المؤالمؤ قت"
"Psychological Warfare / Sicological Warfare","الحرب النفسية"
"Public Interest","المصلحة العامة"
"Public Opinion","الرأي العام"
"Public Relations","العلاقات العامة"
"Public Squalor","الفساد الحكومي"
"Publicity","العلانية"
"Purported Workings Of Political Institutions","فحوى أعمال المؤسسات السياسية"
"Qualified Elitism","النخبوية المؤهلة"
"Quasi Group","شبه جماعة"
"Questionnaire","استبيان"
"Racconigi","راكونيجي / أنظر معاهدة راكونيجي"
"Racconigi","معاهدة راكونيجي"
"Race Consiousness","الوعي السلا لي"
"Race Relations","العلاقات العرقية"
"Racialism","العنصرية"
"Racism","العرقيةة"
"Radical","الراديكالي"
"Radical Change","التغير السريع"
"Rational Choice Theory","نظرية الاختيار العقلاني"
"Rationalization","العقلنة"
"Realism","الواقعية"
"Reason Ableness","الحصافة"
"Reasoned Conclusions","نتائج دقيقة ومقنعة"
"Rechtsstaat","دولة الحقوق"
"Reconciliation System","النظام التوفيقي"
"Recruitment Political","التجنيد السياسي"
"Referendum","استفتاء"
"Reformist","الإصلاحية)) الاتجاهات ("
"Regional Commissions","اللجان الإقليمية"
"Regional Represention","التوزيع الأقليمي"
"Regulative Law","القانون التنظيمي"
"Relenist","الناقد السياسي"
"Religion Factor","الدين"
"Renaissance","عهد النهضة"
"Rendezvous","ملتقى"
"Reports","التقارير"
"Repressive Measures","الإجراءات القمعية"
"Res Nullius","أرض لا صاحب لها"
"Revisionism","المذاهب التعديلية للشيوعية"
"Revolution","الثورة"
"rganization For Economic Co- Operstion And Development (OECD)","منظمة التنمية والتعاون الاقتصادي"
"Right To Privacy","الحق في الخصوصية"
"Right To Vote","حق التصويت"
"Rigidity","الت ّزمت"
"Risorgimento","النهضة الإيطالية"
"Road Map","خريطة الطريق"
"Roman Catholicism","كاثوليكية رومانية"
"Romance Languages","اللغات اللاتينية"
"Round Table Conference","مؤتمر المائدة المستديرة"
"Royal And Diplomatic Protection Group","المجموعة الملكية لحماية الدبلوماسيين"
"Rule Adjudication","التقاضي بموجب القاعدة"
"Rule By The People","حكم الشعب"
"Rule Making","صنع القاعدة"
"Ruling Class","طبقة حاكمة"
"Rumours","الشائعات"
"Russification","الترويسية"
"S A D C","الساداك ٍ ٍِ ِ"
"SAARC","رابطة دول جنوب آسيا للتعاون الأقليمي"
"Salt ٢","سالت ٢"
"Saluting Of The Flag","تحية العلم"
"Samites","الساميون"
"Second Strike Weapons","الضربة الثانية)) الرد الانتقامي ("
"Sectional Interests","المصالح والاهتمامات الأقليمية"
"Sectionalism","التعصب الإقليمي"
"Secularism","الدني وية"
"Secularism","العلمانية"
"Segregation","اضطهاد"
"Segregation","تفرقة"
"Self- Sufficiency","اكتفاء ذاتي"
"Self-Determination","تقرير المصير"
"Self-Percepetion Theory","نظرية إدراك الذات"
"Self-Regulating & Persisting","منظم ذاتيا ً ومستمر"
"Senscent Convervatism","المحافظة الهرمة"
"Separation Of Power","الفصل بين السلطات"
"Separatist Movements","حركات انفصالية"
"Serological Traits","فصائل الدم"
"Servicing The Political System","خدمة النظام السياسي"
"Seven Sisters","الإخوات السبع"
"Simple Majorities","أغلبية بسيطة"
"Simulation","المحاكاة"
"Single Party","الحزب الواحد"
"Slavery","الرق"
"Slippability","قابلية التحول"
"Slogan","شعار"
"Social Security","الضمان الاجتماعي"
"Social Stratification","التدرج الاجتماعي"
"Socialism","الاشتراكية"
"Socialist Countries","الدول الاش تراكية"
"Sociogram","السوسيوجرام"
"Sociological Raductionism","الرد السوسيولوجي"
"Sociology Of International Relation","اجتماع العلاقات الدولية"
"Sociology Of Politics","اجتماع السياسة"
"Sociometric Test","سوسيومترى / أنظر اختبار سوسيومترى"
"Soft Terrorists","مصطلح الإرهابيين الرقاق"
"Solidarity","الحركة النقابية المستقلة)) تضامن ("
"Sources Credibility","مصداقية المصادر"
"Sovereign Rights","حقوق سيادة"
"Sovereignty","السيادة"
"Special Majority","أغلبية خاصة"
"Spiral Of Silence","دوامة الصمت"
"Stability System","استقرارالنظام"
"Standardization","النمطية"
"Standing Committees","اللجان الدائمة"
"State Conferral","تبادل الآراء"
"State Machinery","جهاز الدولة"
"State of Emergency","حالة طواريء"
"State Of Siege","أحكام عرفية"
"State Of The Vatican City","الفاتيكان"
"State Terrorism","إرهاب الدولة"
"statuo","المكانةة"
"Status Que","المحافظة على الوضع القائم"
"Status Quo","الوضع الراهن"
"Stimson Theory","ستيمسون / أنظر نظرية ستيمسون"
"Stimson Theory","نظرية ستيمسون"
"Stimulating Theory","نظرية الاستثارة"
"Stimulus","المثيرات"
"Strain","التوتر"
"Strait","مضيق"
"Strategy","استراتيجية"
"Structural – Functional- Theory","النظرية البنائية الوظيفية"
"Structuralism","البنيوية / الهيكلية"
"Structure","بناء"
"Ststes Having No Sea Coast","الدول الحبيسة"
"Ststes Having No Sea Coast","الدول الداخلية أو المغلقة / أنظر الد ول الحبيسة"
"Subgovernments","الحكومات الفرعية"
"Subjective Perspective","منظور ذاتي"
"Subsistance Level","مستوى الكفاف"
"Substantive Rights","الحقوق المادية"
"Suez Canal","قناة السويس"
"Suggestion Scheme","نظام المقترحات"
"Support","المساندة"
"Supports","دعامات النظام"
"Supreme Court","المحكمة العليا"
"Supreme Soviet Of USSR","مجلس السوفييت الأعلى"
"Sustainable Development","التنمية المستدامة"
"Symbiotic Relationship","علاقات التعايش التكافلي"
"Symbolism","الرمزية"
"Syndicate","النقابة"
"System","النسق"
"System Capabilities","قدرات النظام"
"System Maintenance & Adaptation Functions","وظائف التكيف والاستمرار للنظام السياسي"
"System Theory","نظرية النظم"
"Systematic Discrimination","تفرقة عنصرية منظمة"
"Systemic","المستوى النظامي)) النسقي ("
"Tabula Rasa","التابيولا رازا"
"Taoism","التاوية"
"Taxes","الضرائب"
"Taylorisation","التيلورية"
"Technical Rationality","العقلانية الفنية"
"Technicality","التقنية"
"Technocrate","التكنوقراطية"
"Terms Of Reference","الشروط المتبادلة"
"Territorial State","الدولة الإقليمية"
"Terrorism","إرهاب"
"The African Union","الاتحاد الأفريقي"
"The Authoritarian Personality","الشخصية التسلطية"
"The Balkan League","الجامعة البلقانية"
"The Balkan League","عصبة البلقانية / أنظر الجامعة البلقانية"
"The Baruch Plan","خطخطة باروخ"
"The Big Entente","الوفاق الكبير"
"The Bourgeois Revolution","الثورة البرجوازية"
"The Cabinet","مجلس الوزراء"
"The Cinderella Complex","عقعق دة سندريلا"
"The City State","دولة المدينة"
"The Crisis Manager","مدير الأزمة"
"The Geneva Protocol","بروتوكول جنيف"
"The Global System","النظام العال مي"
"The High Seas","أعالي البحار"
"The Islamic League","الجامعة الإسلامية"
"The Israelis Of Africa","إسرائيل أفريقيا"
"The Locarno Pact","ميثاق لوكارنو"
"The Lords Of The Global Village","لوردات القرية الكونية"
"The Medium Is The Message","الأداة هي نفسها الرسالة"
"The New Science Of Political","علم جديد السياسة"
"The Process Of Government","عملية الحكومة"
"The Right To Be Free","الحق في الحرية"
"The Security Council","مجلس الأمن"
"The Soft State","دولة رخوة"
"The State","الدولة"
"The World Bank","البنك الدولي"
"The Zionism Is A Form Of Racism And Racial Discrimination","الصهيونية شكل من أشكال العن صريةصرية"
"Theocracy","الحكومة الدينية / أنظر ثيوقراطية"
"Theocracy","ثيوقراطية"
"Theories","النظريات"
"Theorust","المنظر السياسي"
"Third Dimension Of Power","البعد الثالث للقوة"
"Third Force","القوة الثالثة"
"Third – Worldist","العالم ثالثيون"
"Third-World","العالم الثالث"
"To The Victor, The Spoils","الغنائم للمنتصر"
"Tool Of New – Colonialism","أداة الاستعمار الجديد"
"Torah / Old Testament","التوراة)) العهد القديم ("
"Tories","توري"
"Totalitarianism","التوتاليتارية"
"Totaliterianism","الشمولية"
"Totemism","الطوطمية"
"Towards Colonial Freedom","نحو تحرير المستعمرات"
"Tract","منشور"
"Traditional Authority","السلطة التقليدية"
"Traditional Power Politics","سياسة القوة التقليدية"
"Traditionalist Movements","المحافظة على التقاليد"
"Tranist","حق العبور"
"Translation","ترجمة"
"Transmission Of Presence","نقل الحضور"
"Transnation","عبر الدول"
"Treaty Of Mutual Assistance","مشروع معاهدة المساعدة المتبادلة"
"Triple Entente","الوفاق الثلاثي"
"TRIPS Trade Related Aspects Of Intelectual Property Right","التريبس"
"Tropics","المنطقة الحارة أو الاستوائية"
"Truce / Armistice","الهدنة"
"Turning Points","نقاط التحول"
"Tutelage","وصاية"
"U. N. Effectiyeness","فعالية المنظمة الدولية"
"UN Institut For Disarmament Research (UNIDIR )","معهد الأمم المتحدة لأبحاث نزع السلاح"
"UNCTAD United Nations Conffference On Trade And Development","مؤتمر الأمم المتحدة بشأن التجا رة والتنمية"
"Under-Information","شح المعلومات"
"Underground Press","الصحافة السرية"
"UNDP United Nations Development Programe","برنامج الأمم المتحدة للتنمية"
"UNEF","قوات الطواريء الدولية"
"Unemployment","البطالة"
"UNEP United Nations Environment Programme","برنامج الأمم المتحدة للبيئة"
"Unequal Treaties","معاهدات غير متكافئة"
"UNHCR United Nations High Commissioner For Refugees","مفوضية الأمم المتحدة لشئون اللاجئين"
"Unifisation","التوحيد"
"Uniformalisation","التنميط"
"Unionist Domination","هيمنة اتحادية"
"Unionization","نقابات العمال"
"United Nation, Conference On Human Environment (UNCHE)","مؤتمر الأمم المتحدة حول بيئة الإنسان"
"United Nations","الأمم المتحدة"
"United Nations Childern,s Fund (UNICEF)","صندوق الطفولة التابع للأمم المتحدة"
"United Nations Conference On International Organization","مؤتمر الأمم المتحدة للتنظيم الدولي"
"United Nations Eductional, Scientific And Culture Organization (UNESCO)","يونسكو / أنظر منظمة التربية والعلوم والثقافة التابعة للأمم المتحدة"
"United Nations High Commissioner For Human Right (UNHCHR )","مفوض سام لحقوق الإنسان بالأمم المتحدة"
"United NationsChildern,s Fund (UNICEF)","يونيسيف / أنظر صندوق الطفولة التابع للأمم المتحدة"
"United States Of Amerca","الولايات المتحدة الأمريكية"
"Uniting For Peace Resolution","قرار الاتحاد من أجل السلام"
"UNRR","وكالة الأمم المتحدة للغوث والتأهيل"
"UNRWA Relief And Works Agency For Plestine Refuges In The Near East","وكالة غوث وتشغيل اللاجئين الفلسطينيين"
"Utopia","يوتوبيا"
"Valley Of The Kings","وادي الملوك"
"Valley Of The Queens","واوا دي الملكات"
"Value","القيمة"
"Values","القيم"
"Virtual Community","المجتمع الإفتراضي"
"Vital Interest","المصالح الحيوية"
"Voluntarism","الطوعية"
"Voluntry Associations","المنظمات الطوعية"
"Voting","تصويت"
"Voting Behavior","السلوك الانتخابي"
"Voting Research","أبحاث الانتخابات والتصويت"
"Wall Street","وول استريت"
"War","الحرب"
"War Crimes","جرائم الحرب"
"WARSOWN Part","حلف وارسو"
"Washington D.C","واشنطن دي سي"
"Westercen","الغرب سياسيا ً"
"Westercentrism","التمركز الحضاري الغربي حول الذات"
"Westercentrism","الغربنة"
"Western Sahara","الصحراء الغربية"
"Westernization","التغريب"
"Westminster","ويست مينستر"
"White Book","الكتاب الأبيض"
"Whole Government","الحكومة كلها"
"Will","إرادة"
"World Conditions","الظروف العالمية"
"World Health Organization (WHO )","منظمة الصحة العالمية"
"World Intellectual Property Organization (WIPO )","المنظمة العالمية للملكية الفكرية"
"World Meteorological Organization (WMO)","المنظمة العالمية للأرصاد الجوية"
"World Trade Organization (WTO )","منظمة التجارة العالمية"
"Year Book","كتاب سنوي"
"Zoinism","الصهيونية"
"Zone","منطقة)) أو دائرة نفوذ ("
