"English Term","Arabic Term"
"culture ministry","وزارة الثقافة"
"culture office","دائرة الشؤون الثقافية"
"culture state","دولة متمدنة"
"culture work","عمل ثقافي"
"culture","ثقافة، زراعة"
"cumulative right of vote","حق تصويت جماعي (هو نوع من التصويت يجعل للناخب عددا من الأصوات يساوي عدد المرشحين ويخوله إعطاء مجموع أصواته لمرشح واحد)"
"curfew","منع التجول، حظر التجول"
"currency devaluation","خفض (إنزال) قيمة النقد"
"currency reform","إصلاح نقدي"
"currency","عملة، نقد"
"current applied law","القانون الساري (المعمول به)"
"current circumstances","الظروف (الأوضاع) الحالية"
"currently","راهن، (حالي)"
"custody council","مجلس الوصاية"
"custody term","مدة السجن"
"custody","أمانة، وصاية"
"custom agreement","إتفاقية جُمرُكية"
"custom barriers","حاجز جمركي"
"custom formalities","إجراءات جمركية"
"custom general tariff and trade agreement","اتفاقية عامة للتجارة والجمارك"
"custom law","قاونو جمركي، قانون الجمارك"
"custom, tradition","عرف، عادة، تقليد"
"custom's tariff","تعريفة جمركية"
"custom","عادة، المألوف"
"customary judges","الحكم العرقي"
"customs agreements","اتفاقيات جمركية"
"customs council (in Brussels)","مجلس الجمارك (في بروكسل)"
"customs house","مصلحة الجمارك، الجمرك، إدارة الجمارك"
"customs policy","سياسة جمركية"
"customs union","اتحاد الجمارك"
"customs war","حرب جمركية"
"customs'tariff policy","سياسة التعريفات الجمركية"
"customs","جُمرُك"
"cut (to)","قطع، أنهى، أوقف"
"cut the diplomatic relationships.","قطع العلاقات الدبلوماسية"
"cut","قطع، إنهاء، وقف"
"Cyprus","قُبْرُص"
"czar, tsar, tzar","قيصر الروس"
"Czech Republic","جمهورية تشيكيا"
"Czech","تشيكي (صفة)"
"Czechoslovak Socialistic Republic","جمهورية تشيكوسلوفاكيا الاشتراكية (السابقة)"
"Czechoslovakia","تشيكوسلوفاكيا"
"détente agreement","معاهدة انفراج"
"détente contribution","مساهمة للإنفراج (تخفيف حدة التوتر)"
"Dahran","الظُّهْرَان"
"daily wage","أَجْرٌ يَوْمِيٌّ"
"daily worker","عَامِلٌ يَوْمِيٌّ (أَجْرٌ يَوْمِيٌّ)"
"damage","ضَرَرٌ، مُضَرَّةٌ، عَيْبٌ، مَسَاوِيءٌ"
"Damascus, (capital of Syria)","دِمَشْقٌ"
"danger center","مَرْكَزٌ (مَصْدَرٌ) الْخَطَرِ، بُورَةُ الْخَطَرِ"
"danger exposure","تَعْرِيضٌ لِلْخَطَرِ، إِخْلَالٌ، تَهْدِيدٌ، إِسَاءَةٌ"
"danger of a strike","خَطَرٌ الإِضْرَابُ"
"danger zone","مِنْطَقَةُ الْخَطَرِ"
"danger","خَطَرٌ"
"Dar-Al-Salaam","دَارُ السَّلَامِ"
"darkening danger","خَطَرُ التَّعْتِيمِ، احْتِمَالُ التَّوَاطُوعِ"
"darkening the information","تَعْتِيمُ الإِعْلَامِ (إِعْلَامِيٌّ)"
"darkening","تَعْتِيمٌ، إِطْفَاءُ الأَنْوَارِ"
"data protection act","قَانُونُ حِمَايَةِ الْمَعْلُومَاتِ"
"data storage","خَزْنُ الْمَعْلُومَاتِ"
"data","مَعْلُومَاتٌ، بَيَانَاتٌ، مَعْطِيَاتٌ"
"date insole","وَدَائِعُ مُحَدَّدَةِ الْمُدَّةِ"
"date trade","صفقة آجلة"
"date","مَوْعِدٌ، أَجَلٌ، مِيعَادٌ"
"dato, until...","حتى الآن، إلى يومنا هذا"
"Dawes plan","مشروع دوز (لحل مشكلة التعويضات الألمانية)"
"dawn of nationalism","اليقظة القومية"
"dawn","بعث، نهضة، يقظة"
"day command","أمر (أوامر أو بيان التعليمات) يومي"
"day events","حدث الساعة، الحدث اليومي"
"day of the revolution, anniversary","يوم الثورة"
"day report","تقرير يومي"
"day","خاص باليوم، يومي"
"DC, abbreviation for Diplomatic Corps","مُصْطَلَح يطلق على السلك الدبلوماسي"
"de-facto monopoly","إحتكار واقعي (فعلي)"
"dead end","مأزق، طريق مسدود"
"dead person convoy","جنازة (الميت)"
"deal","صفقة، تجرة"
"dealer","مفاوض، وسيط"
"dean","عميد (السلك الدبلوماسي)"
"death blow","الضربة القاضية"
"debatable point","نقطة الخلاف (الجدل)"
"debatable-questionable","قابل للمناقشة (أو للاعتراض)"
"debatable","متنازع فيه (صفة) خلافي"
"debate (to enter into the...)","دخل إلى المناقشة"
"debate (to), participate in the plenum","اشترك (تدخل) في المناقشة"
"debate about government politics","مُنَاقَشَةٌ حَوْلَ سِيَاسَةِ الْحُكُومَةِ"
"debate in the Bundestag","مناقشة في مجلس النواب"
"debate in the plenum","مناقشة في قاعة المجلس (أو في جلسة المجلس)"
"debate in the plenum","يناقش (يعالج أو يدرس) القضية في المجلس"
"debate on the domestic political affairs","مناقشة حول شؤون السياسة الداخلية"
"debate on the political foreign affairs","مناقشة (حول) الشؤون السياسية الخارجية"
"debate","نقاش، جدال"
"debris","أنقاض، أطلال، حطام، خراب"
"decadence","تدهور، انحطاط"
"decentralization","لا مركزية"
"decide (to), settle, resolve","بثّ، حُكْم، حَسَم"
"decide (to)","حدّد"
"deciding ballot","دورة ثانية في الانتخابات، اقتراع ثان"
"decision maker","صَاحِب (أَصْحَاب) القَرَار"
"decision of the federal government","قرار الحكومة الاتحادية"
"decision of the parliament","إقرار (اتخاذ قرار) في البرلمان"
"decision of the party meeting","قرار مؤتمر الحزب"
"decision-resolution","قَرَار"
"decision, recommendation","قرار، توصية"
"decision","قرار، عزم، الفصل في"
"decisive authority","صَلاَحِيَة (سُلْطَة) أَحَدُ القَرَار"
"decisive battle","المَعْرَكَة الحَاسِمَة، المَوْقِعَة الحَاسِمَة، المَعْرَكَة الفَاصِلَة"
"decisive moment","اللُّحْظَة الحَاسِمَة"
"decisive","حَاسِم، فَاصِل، مُهِمّ (صِفَة)"
"declaration before the parliament","بيان أمام البرلمان"
"declaration of an embargo","فَرْض الحَظَر (أَو الحَجَز)"
"declaration of economic sanctions","فَرْض عُقُوبَات اقْتِصَادِيَّة"
"declaration of independence","إعلان الاستقلال"
"declaration of invalidity","إِعْلاَن الفَسْخ أَو الإِبْطَال"
"declaration the state of emergency","أَعْلَنَ الأَحْكَام العَرَفِيَة"
"declaration","إِعْلاَن، إِيذَان، نَشْر، إِصْدَار"
"declare (to)","نَشْر، أَصْدَر، أَعْلَن"
"decline (to)","يَتَنَازَل، يَتَرَاجَع، يُدْعِن لـ"
"decline","نَقْص، هَبُوط، انْحِطَاط، كَسَاد، فُتُور،"
"declining policy","سِيَاسَة التَّرَاجُع (التَّنَازِل)"
"declining","تَنَازَل، رَضُوخ، تَرَاجَع"
"decrease (to)","أَنْقَص، قَلْل، خَفْض، خَفْف"
"decrease in the percentage of the participation in the voting","تَرَاجُعٌ (نِسْبَةٌ) الْمُشَارَكَةُ بِالتَّصَوُّيَةِ"
"decrease of the military power","تَخْفِيض (عَدَد وَعُدَّة) القُوَّات المُسَلَّحَة"
"decree of the federal government","مرسوم (قانون) الحكومة الاتحادية"
"decree","مَرْسُوم، أَمْر، قَرَار مَرْسُوم (ج مَرَاسِيم)، إِعْلاَن (ج إِعْلاَنَات)"
"deduction for taxes","الإعفاء من الضرائب"
"deed","وثيقة المعاهدة"
"deepening this cooperation","تعميق (تكثيف) التعاون"
"defamation","إهانة، قذف"
"defeat (to)","تغلب على، قهر، هزم"
"defeat in the election","نكسة (هزيمة) انتخابية"
"defeat the crises","تغلب على الأزمة"
"defeat","إنهزامية، تخاذل، هزيمة، نكسة"
"defeated in the parliamentary elections","هزم في انتخابات المجلس النيابي"
"defeatist","إنهزامي، تخاذلي (صفة)"
"defend (to)","دافع عن، قاوم، كافح"
"defend desperately (hardly)","دافع (عن شيء) دفاع المستميت"
"defense advice","مجلس الدفاع"
"defense agreements","معاهدة دفاعية"
"defense alliance","حلف دفاعي"
"defense area, military area","منطقة عسكرية، منطقة دفاع"
"defense arms","أسلحة دفاعية"
"defense belts","حزام دفاعي"
"defense budget","ميزانية عسكرية، ميزانية الدفاع"
"defense case","حالة دفاع"
"defense committee","لجنة الدفاع"
"defense committee","لجنة حربية برلمانية، لجنة الدفاع البرلمانية"
"defense concept","مشروع (مخطط) دفاعي"
"defense condition","حالة الدفاع"
"defense contribution","المساهمة في الدفاع"
"defense costs, usually pl.","نفقات (مصروفات) الدفاع"
"defense economy","اقتصاد الدفاع"
"defense expenditures","نفقات دفاعية"
"defense expenses shortening","تخفيض نفقات الدفاع"
"defense household","ميزانية الدفاع"
"defense line","خط الدفاع"
"defense loads","أعباء الدفاع"
"defense pact","حلف دفاعي"
"defense planning","تخطيط دفاعي"
"defense politics","سياسة دفاعية"
"defense requirements","مقتضيات (ضروريات) الدفاع"
"defense sovereignty","سيادة عسكرية"
"defense strategy","إستراتيجية دفاعية"
"defense strength","قوة دفاعية"
"defense system","نظام دفاع"
"defense war","حرب دفاعية"
"defense willingness","إستعداد للدفاع، إستعداد دفاعي"
"defense","دفاع، الوسائل الدفاعية، (محامي) الدفاع، سدّ"
"defensive alliance","تحالف دفاعي"
"defensive alliance","حلف دفاعي"
"defensive efforts","جهود دفاعية"
"defensive force","قوات دفاعية"
"defensive line","خط دفاعي"
"defensive regulations","تدابير (إجراءات) دفاعية"
"defensive rocket","صاروخ دفاعي"
"defensive strategy","إستراتيجية الدفاع (دفاعية)"
"defensive war","حرب دفاعية"
"defensive weapons","سلاح دفاعي"
"defensive","دفاعي (صفة)"
"deficit","نقص، عجز"
"definite elector","ناخب مُحدَّد، ناخبين مُحدَّدين"
"definition","تحديد مفهوم"
"deform","شوة"
"deformation","تشويه، إفساد"
"degradation","تجريد من الرتبة"
"degrade","جرّد من الرتبة"
"delay (to)","أطال، مدّ، جدد"
"delay policy","سياسة المماطلة"
"delay","تأجيل، تأخير، تسويف"
"delaying tactics","تكتيك التسويف والمماطلة، عرقلة (عرقلة الأعمال السياسية)"
"delegate (permanent)","عضو (مندوب) دائم"
"delegate (to)","التدبّ، أوفد (إلى)"
"delegate meeting","اجتماع الوفود (النواب)"
"delegate minister","وزير للمهام الخاصة (وزير مُنتدب)"
"delegate of the people, representative of the people","مندوب (نائب، ممثل، مفوض) الشعب"
"delegate somebody to the parliament","أَوْفَد مندوباً إلى البرلمان"
"delegate, appointee, agent","وكيل، مفوض، مبعوث"
"delegate","مندوب، عضو، وفد"
"delegation member","عضو الوفد (البعثة)"
"delegation president","رئيس البعثة"
"delegation speakers","الناطق باسم الوفد (البعثة)"
"delegation","انتداب، إيفاد"
"deliver (to)","سلم (جرمًا)"
"deliver a speech over radio and television","ألقى خطاباً في الإذاعة والتلفزيون"
"deliver the approval document","سُلِّم (منح) كتاب القبول"
"delivery agreement","اتفاقية تسليم المجرمين"
"delivery law","قانون التسليم (للمجرمين)"
"delivery refusal","رفض التسليم"
"delivery request","طلب التسليم"
"delivery","التسليم"
"demagogic","ديماغوجي، غوغائي (صفة)"
"demagogue","سياسي بلا ضمير، (دجال) ديماغوجي، غوغائي، محرض، مهيج، مثير للفتن والقلق"
"demagogy","الديماغوجية، الغوغائية"
"demand (to)","طلب، دعا، اقتضى (الموقف)"
"demand the government to...","وجد (قدم) مطالبة إلى الحكومة"
"demand-request","طلب، مطلب"
"demanding for governmental resign","يطلب استقالة الحُكُومَة"
"democratic association","مجتمع ديموقراطي"
"democratic dictatorship for workers and farmers","ديكتاتورية ديموقراطية للعمال والفلاحين"
"democratic elections","انتخابات ديمقراطية"
"democratic order","نِظَام ديموقراطي"
"democratic party","حزب ديمقراطي"
"democratic people's republic of Algeria","الجمهورية الديمقراطية الجزائرية"
"democratic regime","نظام ديمقراطي"
"democratic socialiste","الدِيوُفْرَاطِيَّة الإِشْتِرَاكِيَّة"
"democratic state","دُوَل ديموقراطية"
"democratic","دِيوُفْرَاطِي (صفة)"
"democratically elected parliament","برلمان منتخب ديمقراطياً"
"democratization movement","حَرَكَة نَشْر الدِيوُفْرَاطِيَّة"
"democratization of scientific research","وضع الأبحاث العلمية في متناول العامة"
"democratization policy","سِيَاسَة نَشْر الدِيوُفْرَاطِيَّة"
"democratization","إِنْتِشَار الدِيوُفْرَاطِيَّة"
"democratize (to)","طَبَق (نَشْر) الدِيوُفْرَاطِيَّة"
"demographic boom, explosion","إِنْفِجَار سُكَّانِي"
"demographic growth rate","نَسَبَةُ النُّمُوِّ السُّكَّانِي"
"demographic growth","النُّمُوُّ السُّكَّانِي"
"demographic planning","التَّخْطِيط السُّكَّانِي"
"demographic policy","السِّيَاسَةُ السُّكَّانِيَّة"
"demographic","سُكَّانِي"
"demography","عِلْمُ السُّكَّان، إِحْصَاءُ السُّكَّان"
"demolition of the diplomatic relationships","قطع العلاقات الدبلوماسية"
"demonstrate (to)","تَظَاهِر، خَرَج فِي مُظَاهَرَة"
"demonstratin right","حَق الْقِيَام (الإِشْتِرَاك) بِالْمُظَاهَرَة"
"demonstration (blazing)","مُظَاهَرَة صَاحِبَة"
"demonstration","مُظَاهَرَة، تَظَاهِرَة"
"demonstrator","مُتَظَاهِر"
"denationalization","إِعَادَة الْمَلَكِيَّة، إِلْغَاءُ التَّأْمِيم، إِعَادَة الصِّنَاعَة الْمُؤَمَّمَة إِلَى الْقِطَاع الْخَاص"
"denationalize (to)","يعيد الملكية الخاصة، يلغي التأميم"
"denaturalize (to)","يحرم من الجنسية"
"denial","نفي، تكذيب"
"Denmark","الدانمارك"
"deny (to)","نفي، كذب"
"department boss","رئيس الإدارة، رئيس الإدارة الوزارية"
"department distribution","توزيع الوزارات (المناصب الوزارية)"
"department head","رئيس القلم"
"department leadership","إدارة الوزارة"
"department minister","الوزير المختص"
"department of economic affairs","مصلحة التموين، دائرة الشؤون الاقتصادية"
"department of the interior","وزارة الداخلية"
"department or ministry of commerce","وزارة التجارة"
"department particularism","خصوصية الإدارة"
"department politics","سياسة الوزارة"
"department tasks","مهام وزارية (إدارية)"
"department, ministry of labor","وزارة العمل"
"department","قلم (الدائرة)"
"departmental plan","مشروع وزاري"
"departure permission","تصريح بالسفر (إلى خارج البلاد)"
"departure","الخروج، السفر"
"dependence relationship","علاقة التبعية"
"deployment of UN troops in south Lebanon","وضع قوات تابعة للأمم المتحدة في جنوب لبنان"
"deployment","تشكيل، عرض، استعراض (عسكري)، نصب، إقامة، وضع"
"deportation, exile","طرد، إبعاد، نفي"
"deposit of ratification document","إيداع وثائق التصديق"
"depression of prices","هبوط الأسعار"
"depression","هُبوط، كساد"
"deprivation from civil rights","التجريد من الحقوق المدنية"
"deprivation from the citizenship","نزع الجنسية"
"deprivation nationality","تجريد من الجنسية، نزع المواطنة"
"deprivation of civil rights","الحرمان من الحقوق المدنية"
"deprivation of rights","تجريد من الصفة أو الحقوق القومية"
"deprivation of the nationality denaturalization","الحرمان من الجنسية"
"deprivation of the voting right","نَزْعُ حَقِّ الِانْتِخَابِ"
"deprivation","حرمان، تجريد، نزع"
"deprive (to deprive from the right)","حرم، جرد، نزع (حرمه من حقه)"
"deprive (to...the parliament of its powers)","نزع السلطة البرلمانية"
"deprive (to) of rights","نزع حقاً، حرم من الحق"
"deprive right of vote","يتزع حق التصويت (أي يحرمه من ممارسة حقه السياسي بالتصويت)"
"deputyship","بالنيابة، نيابة بالوكالة (صفة)"
"desarmament status","حالة نزع السلاح"
"descendants","نسل، سلالة، ذرية"
"descent","هبوط (نزول)"
"despot","مستبد، جائر، طاغية"
"despotic action","عمل تعسفي"
"despotic judgment","حكم تعسفي"
"despotic regime","نِظام تعسفي"
"despotic rule","حُكم استبدادي"
"despotic-tyrant","مستبد، جبار، مسيطر، مُستبد (صفة)"
"despotic","استبدادي (صفة)"
"despotism","عسف، (سوء استعمال السلطة)"
"dessident","مُشتَق"
"destiny of the people","مصير الشعب"
"destiny","مصير، قدر"
"destitute (to)","عزل، فصل، سرح، طرد، أفرج عن"
"destitute (to)","نزع، جرد من الحكم"
"destitution","تجريد من الحكم (الإبعاد عن الحكم)"
"destroyer","مُدمِّرة"
"destroys (to)","أبساد، أهلك، اجتاح، قضى على، سحق، أعدم"
"destruction power","قوة التدمير"
"destruction","نسف، تدمير، هدم، تخريب"
"destructive actions","أعمال (نشاطات) هدامة"
"destructive acts","أعمال تخريبية، نشاط هَدَّام"
"destructive criticism","نقد هدام"
"destructive criticism","نقد هَدَّام"
"destructive, devastating","تخريبي، هَدَّام (صفة)"
"destructive","هَدَّام، تخريبي (صفة)"
"detached lands","الأراضي المسلوخة"
"detail","إسهاب"
"detained","معتقل"
"detective","بوليس سري"
"detention center","سجن، معتقل"
"detention nationality","الاحتفاظ بالجنسية"
"detention","الأسر"
"deterioration of the relationships","تدهور العلاقات"
"deterioration of the situation","تدهور الحالة"
"deterioration","سوء، فساد، تدهور"
"determination","حزم، إصرار"
"determine (to)","عين، حدد، وقت"
"deterrence policy","سياسة الردع"
"deterrence strategy","استراتيجية الردع"
"deterrence","ردع"
"detonation strength","قوة الانفجار"
"detonation","انفجار، فرقة"
"devaluation","تخفيض سعر العملة"
"devastation","خراب، دمار، تخريب، تدمير، تلف"
"developing country","بلد نام"
"development (economic)","تَطَوُّرُ اقتصادي"
"development degree or level","درجة التطوُّر"
"development law","قانون التطوُّر"
"development level","مستوى التطوُّر"
"development of the social and economic infrastructure","تطور الهيكل الأساسي الإقتصادي والإجتماعي"
"development process","عملية التطوُّر"
"development program","برنامج الإنماء (إنمائي)"
"development tendency","ميل التطوُّر"
"development-evolution","تطور، نمو، تنمية"
"developmental aid","مساعدة إنمائية"
"developmental credit","قرض إنمائي"
"devotion","امتثال، خضوع، ولاء، إخلاص، استسلام"
"dialectic","دياليكيك، ديالكتيكية، جدل (علم أو أصول تحقيق الآراء والبحوث وتبين الحقائق بالجدل والتحليل المنطقي)"
"dialectical materialism","المادية الجدلية"
"dialectical movement","حركة دياليكنيكية"
"dialectical","جَدَلِي (صفة)"
"dialectician","جَدَلِي، عَالِمٌ بالمَادِيَّة الجَدَلِيَّة"
"dialogue","حِوَارٌ"
"dictated peace","سلام مملى (مفروض)"
"dictation","إملاء، تلقين"
"dictator State","دولة مستبدة"
"dictator","استبدادي، مطلق"
"dictatorial authority","سلطة دكتاتورية"
"dictatorial regime","نظام (حكم) ديكتاتوري"
"dictatorial state","دُوَل دكتاتورية (مستبدة)"
"dictatorship force","الحكم الفردي، سيطرة ديكاتورية (فردية مطلقة)"
"dictatorship","قيصرية، حكم مطلق، استبداد"
"difference conflicts","شقاق، خلاف، (نزاع)"
"difference of opinion","اختلاف الرأي، خلاف في الرأي، خلاف"
"difference","فرق، فارق، اختلاف، تفاوت"
"different opinion","رأي مخالف (مغاير)"
"different opinions","آراء مختلفة"
"difficult times","أوقات عصيبة"
"dignity of the parliament","كرامة البرلمان"
"dilemma","ورطة، مأزق، موقف حرج، معضلة"
"dimension","بعد (أبعاد) جانب، حجم، أهمية"
"diminutions","تخاذل"
"diplomacy","دبلوماسية (سلك دبلوماسي)"
"diplomat","دبلوماسي"
"diplomatic acknowledgement","اعْتِرَافَ دبلوماسي"
"diplomatic circles","الأوساط الدبلوماسية"
"diplomatic corps","السلك الدبلوماسي"
"diplomatic corps","سلك دبلوماسي"
"diplomatic custom","غرف دبلوماسي"
"diplomatic delegation (agency)","ممثلية (مفوضية) دبلوماسية"
"diplomatic delegation","تمثيل دبلوماسي"
"diplomatic exonerations (liberations)","إعفاءات دبلوماسية"
"diplomatic formalities, custom","العُرف الدبلوماسي، الشكليات الدبلوماسية"
"diplomatic immunity","المناعة الدبلوماسية"
"diplomatic immunity","حصانة دبلوماسية"
"diplomatic initiative","مبادرة دبلوماسية"
"diplomatic language","لغة دبلوماسية"
"diplomatic meeting","مقابلة (اجتماع) دبلوماسي"
"diplomatic notice","مُذكّرة دبلوماسية"
"diplomatic offensive campaign","حملة دبلوماسية مضادة"
"diplomatic prerogatives","امتيازات دبلوماسية"
"diplomatic pressure","الضغط الدبلوماسي"
"diplomatic relationships","العلاقات الدبلوماسية"
"diplomatic relationships","علاقات دبلوماسية"
"diplomatic representatives","مندوب (مثل) دبلوماسي"
"diplomatic service","سلك دبلوماسي، العمل الدبلوماسي"
"diplomatic status","صفة دبلوماسية"
"diplomatic step","(خطوة) محاولة، مسعى، إجراء دبلوماسي"
"diplomatic steps","خطوات دبلوماسية"
"diplomatic tradition","تقاليد دبلوماسية"
"diplomatic ways","بالطرق (الوسائل) الدبلوماسية"
"diplomatic","دبلوماسي (صفة)"
"direct candidate","مرشح مباشر (لانتخابات مجلس النواب)"
"direct elections","انتخابات مباشرة"
"direct negotiations","مفاوضات مباشرة"
"direct","مباشر"
"director of the protocols","مدير التشريفات، رئيس المراسيم"
"disapproval of the party","رفض (إستياء، ضد) الجناح البرلماني"
"disarmament (general and complete)","نزع سلاح عام و كامل"
"disarmament agreement, (treaty)","اتِّفاق (معاهدة) نَزْعُ السِّلَاحِ"
"disarmament commission","لجنة نزع السلاح"
"disarmament commission","لجنة نَزْعُ السِّلَاحِ"
"disarmament conference","مؤتمر نَزْعُ السِّلَاحِ"
"disarmament control committee","لجنة (مراقبة) نَزْعُ السِّلَاحِ"
"disarmament negotiations","مفاوضات نَزْعُ السِّلَاحِ"
"disarmament policy","سياسة نَزْعُ السِّلَاحِ"
"disarmament procedures","إجراءات (تدابير) نَزْعُ السِّلَاحِ"
"disarmed region (area)","منطقة متروعة السلاح"
"disastrous consequences","عواقب وخيمة"
"disastrous war","حرب طاحنة"
"disastrous","مخرب، فناك، ساحق، طاحن، وخيم (صفة)"
"discharge (to)","عزل من، أعفى"
"disciplinary board","لجنة (مجلس) تَأْدِيبِيّ"
"disciplinary court","محكمة تأديب (الموظفين)"
"disciplinary power","سلطة الوظيفة (المنصب)"
"disciplinary procedures","إجراءات عقوبية"
"disciplinary punishment","عقوبة تَأْدِيبِيّة"
"disciplinary","تَأْدِيبِيّ (صفة)"
"discipline law","قانون تأديب (الموظفين)"
"discipline offence","مخالفة (إساءة) قضية تَأْدِيبِيّة"
"discipline procedure","دعوى (أجراء) تَأْدِيبِيّة"
"discipline","أدب، نظام، حسن سلوك"
"discord within the party","نزاع (خلافات) حزبي"
"discord","انقسام، شقاق (نُفور)"
"discord","خصام، شِقاق"
"discount","خصم، تنزيل"
"discredit (to)","قذف، أخرى، أساء السمعة"
"discrepancy (incompatibility) with the constitution","تعارض (تنافر) مع الدُّسْتُور"
"discriminate (to)","يفرق، يميز (عنصرياً)"
"discrimination","تفرقة، تمييز أو مبرر عنصري"
"discriminatory procedures","إجراءات تمييزية"
"discuss (to) the (draft) budget","مُتأقِشَة (مشروع) الميزانية"
"discuss (to) the by laws","مُتأقِشَة اللائحة الداخلية"
"discuss (to)","ناقش، بحث، جادل، حاور"
"discuss with, consult, study, advise (to)","نصح، قدم مشورة، تشاور مع، تداول، تدارس مع"
"discuss-study (to)","ناقش، بحث، درس، استعراض"
"discuss-talk (to)","تحادث، تناقش، تباحث"
"discussion circle","حلقة نقاش"
"discussion for the formation of the government che,","محادثات (مفاوضات) تأليف الحكومة"
"discussion in the parliament","مُتأقِشَة في البرلمان"
"discussion, deliberation","حديث، مداولة، ندوة، محاورة، مُتأقِشَة"
"discussion, meeting","محادثة، مواجهة، مقابلة، اجتماع، حديث"
"discussion","نقاش، بحث، دراسة، استعراض"
"discussions about a project","مباحثات حول مشروع"
"disintegrate (to)","تفتت، تفكك"
"disintegration","تشتت الشمل، تحطم، تدمر"
"disloyal","عدم الولاء، غير مخلص (صفة)"
"disloyalty","عدم الولاء (أو الإخلاص)"
"dismissal discharge","صرف، طرد (تسريح)"
"dismissal from the ministerial office","التسريح من المنصب الوزارية (الوزارة)"
"dismissal of the minister","عزل (فصل) الوزير"
"dismissal, decision","تبني، إقرار، اعتماد، عزل"
"dismissal","فصل، تسريح، طرد أو عزل من الخدمة"
"disobediently","عصيان، عدم الطاعة، ترد، مخالفة"
"disorder, riot, insurrection, rebellion","ثورة، شغب، هياج، ترد، عصيان"
"disorder","فوضى، عدم النظام، اضطراب، بلبلة"
"disorders, turbulences","اضطرابات"
"dispatch","برقية، نباء عاجل، رسالة"
"disposal","أمر، مرسوم، وصية، تصرف، حكم"
"disposing capacity","حق التصرف"
"disposition","تسعير، تقدير"
"disputant","مناقش"
"dispute on tariffs","نزاع (خلاف) حول الأجور"
"dispute, conflict, fight","نزاع، مشاحنة، خصومة"
"dispute, fight battle","نزاع، حرب، قتال، عراك، خصومة، شجار"
"disputed area","منطقة متنازع عليها"
"disputes arising from a contract","نزاع (خلافات) حول العقد"
"disregard","أهمل، أغفل، امتهن"
"dissatisfaction of the electors","إستياء الناخبين"
"dissatisfaction","عدم الرضى (أو الإرتياح)، تذمر، إستياء"
"dissident party","حزب منشق (منقسم)"
"dissimilarity","عدم المساواة، تباين، تفرقة، تفاوت"
"dissolve (to)","حل، فك، ألغى، أنهى، فضّ (معاهدة)"
"distraction","صرف الإنتباه، إلغاء، تحويل النظر (عن)"
"distribution dissimilarity","عدم مساواة في التوزيع"
"distribution equality","مساواة في التوزيع (أو التقسيم)"
"distribution monopoly","إحتكار الترويج (التسويق)"
"distribution of power","توزيع السلطة"
"distribution politics","سياسة ترويج (البضائع)"
"distribution system","نظام توزيع (أو تقسيم)"
"distribution theory","نظرية التوزيع (أو التقسيم)"
"distribution, marketing","ترويج، تصريف، تسويق"
"distribution","تقسيم، توزيع"
"district capital","عاصمة القضاء"
"district government","إدارة القضاء (أو المنطقة أو الحي السكني)"
"district mayors","رئيس البلدية، المحافظ"
"district velvet","البلدية، المحافظة، دار الحاكم، المختارية"
"district, region","مقاطعة، دائرة، منطقة"
"district","محافظة، مديرية، منطقة"
"disturbance maneuver","مناورة إزعاج"
"disturbance, inner","اضطرابات (حوادث شغب) داخلية"
"diverge from the party's policy","إنجاز (انحرف) عن الخط السياسي للجناح البرلماني"
"divergence in opinions","اختلاف الآراء"
"divergence-disparity","اختلاف (تباعد)، تفاوت"
"diversion","هجوم جانبي (للتمويه)"
"divide (to)","قطع، فرق، فصل، قسم"
"divided","متنافر، منقسم، متفرق، منشق (صفة)"
"divisible","قابل للانقسام أو للتجزئة"
"division decision which was taken in 1948","قرار التقسيم الصادر في عام 1948"
"division for civil matters","الغرفة (الحكومة) المدنية"
"division leader","قائد الفرقة"
"division of Palestine","تقسيم فلسطين"
"division of the party into many wings","إنقسام الحزب إلى عدة أجنحة"
"division, sharing","تقسيم، تقاسم"
"division","تقسيم، توزيع، شطر"
"division","فرقة"
"Djakarta","جاكارتا"
"doctrine (Monroe principle)","مبدأ ""مونرو"""
"doctrine, principle","مذهب، مبدأ، عقيدة"
"document exchange","تبادل المستندات"
"document","مستند، وثيقة (حجة/دليل)"
"documentation","وثائق (مجموعة وثائق)"
"dogma, principle, teaching","عقيدة، مبدأ، تعليم"
"dogmatic fight","صراع عقائدي"
"dogmatic","عقائدي (خاص بالعقيدة) (صفة)"
"dogmatism","عقائدية، دوغمائية"
"dogmatist","عقائدي"
"dogmatize (to)","يتعلم العقيدة، يجعله عقائدياً"
"domestic crisis","أزمة سياسية داخلية"
"domestic economy","اقتصاد داخلي"
"domestic investment","استثمار داخلي"
"domestic policy","السياسة الداخلية"
"domestic political problem","مسألة (معضلة) سياسية داخلية"
"domestic situation","الوَضْع السياسي الداخلي"
"domestic trade policy","سياسة التجارة الداخلية"
"domestic trade","التجارة الداخلية"
"dominant (governing) opinion","الرَّأْيُ السَّائِدُ"
"domination endeavors","مساعي للسيطرة (أو الهيمنة)"
"domination of the consumer","سيادة المستهلك"
"domination policy","سياسة السيطرة (الهيمنة)"
"domination system","نظام السيطرة"
"donation","تبرع، هبة، عطية، صدقة"
"double taxation","إزدواج ضريبي"
"doubled contract","معاهدة ثنائية"
"doubled nationality","جنسية مزدوجة (ثنائية)"
"downgrade (to defeat an enemy)","هزم (سحق) العدو"
"downgrade, defeat (to)","هزم، سحق"
